tick,t_int,lat,lon,alt,heading,callsign,is_attack,n_sv,cn0_mean,cn0_std,cn0_min,cn0_max,doppler_std,pseudorange_std,error_flag_any,sqm_peak_mean,sqm_peak_std,sqm_asym_mean,sqm_asym_max,sqm_sec_peak_mean,sqm_sec_peak_max,sqm_left_5_mean,sqm_right_5_mean,power_2MHz,power_4MHz,power_8MHz,clock_error_m,clock_drift_mps,position_drift_m,speed_ecef,clock_error_d_dt,Carrier_Doppler_hz_ch0,Carrier_Doppler_hz_ch1,Carrier_Doppler_hz_ch2,Carrier_Doppler_hz_ch3,Carrier_Doppler_hz_ch4,Carrier_Doppler_hz_ch5,Carrier_Doppler_hz_ch6,Carrier_Doppler_hz_ch7,Pseudorange_m_ch0,Pseudorange_m_ch1,Pseudorange_m_ch2,Pseudorange_m_ch3,Pseudorange_m_ch4,Pseudorange_m_ch5,Pseudorange_m_ch6,Pseudorange_m_ch7,Carrier_phase_cycles_ch0,Carrier_phase_cycles_ch1,Carrier_phase_cycles_ch2,Carrier_phase_cycles_ch3,Carrier_phase_cycles_ch4,Carrier_phase_cycles_ch5,Carrier_phase_cycles_ch6,Carrier_phase_cycles_ch7,EC_ch0,EC_ch1,EC_ch2,EC_ch3,EC_ch4,EC_ch5,EC_ch6,EC_ch7,LC_ch0,LC_ch1,LC_ch2,LC_ch3,LC_ch4,LC_ch5,LC_ch6,LC_ch7,PC_ch0,PC_ch1,PC_ch2,PC_ch3,PC_ch4,PC_ch5,PC_ch6,PC_ch7,PIP_ch0,PIP_ch1,PIP_ch2,PIP_ch3,PIP_ch4,PIP_ch5,PIP_ch6,PIP_ch7,PQP_ch0,PQP_ch1,PQP_ch2,PQP_ch3,PQP_ch4,PQP_ch5,PQP_ch6,PQP_ch7,TCD_ch0,TCD_ch1,TCD_ch2,TCD_ch3,TCD_ch4,TCD_ch5,TCD_ch6,TCD_ch7,CN0_ch0,CN0_ch1,CN0_ch2,CN0_ch3,CN0_ch4,CN0_ch5,CN0_ch6,CN0_ch7
51,51,52.73215,20.32604,9314.8,327.0,LOT283,0,12.0,45.7649,2.9117,40.4146,49.8443,95.2434,1.6484,0.0,0.9874,0.0524,-0.0112,0.1659,0.464,0.5943,0.3946,0.3972,-43.2675,-47.0953,-46.9321,-4.8352,0.1163,0.9762,222.9597,0.2516,-5148.7227,-454.6173,-351.3172,198.2671,-99.2225,1735.8048,1491.1839,528.4996,22295826.1389,20678069.4712,21565296.1818,22748083.3773,21979096.7046,23008183.483,22282753.7737,21761575.6044,-290164.112,-1562168.5653,-171215.4567,1521705.8607,858560.0945,161771.3779,-1398456.076,-1322012.6003,791.2162,855.1993,624.2937,734.424,836.9524,840.0377,700.1333,755.8695,713.0447,840.6226,741.6743,785.1392,643.6752,742.6453,797.9685,906.2966,1644.0772,1488.0758,1558.0275,1270.6462,1617.3968,1523.7763,1520.3863,1653.9664,1443.6114,1421.0292,1303.0253,1604.2518,1467.0522,1691.3528,1577.9511,1530.9733,-272.2053,123.7061,-274.6209,242.7675,-419.8557,-423.682,-231.6548,216.4694,0.0807,0.0075,-0.0246,0.0275,-0.0393,-0.1486,0.049,0.0008,49.3355,41.2563,46.9084,43.1749,43.2156,41.8849,46.6424,44.5212
52,52,52.74327,20.31347,9323.3,327.0,LOT283,0,12.0,44.5603,2.487,40.1071,49.7321,74.1568,1.9784,0.0,1.0023,0.0521,-0.0535,0.0961,0.4596,0.5312,0.3786,0.3418,-43.7129,-43.9676,-50.6286,-5.1245,-0.0451,2.5789,216.6505,-0.1051,789.9535,432.6065,2100.7688,651.9049,507.2861,1218.4444,238.2257,182.9752,23652919.2994,22285293.4163,22363037.6679,22687302.7477,21542427.9699,21614216.1926,21781829.206,21800207.6066,-2364287.5027,1046778.0142,680525.7262,602827.4088,-142325.8265,262162.058,623080.1981,-2954.0716,990.5998,683.8397,732.4079,676.161,880.7611,782.9227,654.9939,660.2815,642.5003,776.5,739.7061,982.028,710.4348,816.8319,693.7721,822.029,1444.4049,1698.9094,1439.2201,1569.0442,1424.0222,1305.7697,1597.3674,1544.3393,1656.4545,1549.9759,1746.7362,1176.1104,1294.1078,1355.8514,1658.3035,1515.9353,341.5697,94.0027,210.8361,-151.5711,236.3563,-124.5194,195.1705,-43.0808,-0.014,0.0856,-0.0135,-0.028,-0.05,0.0046,0.0072,0.012,42.919,43.4979,47.5626,43.6807,43.8968,42.0814,46.4446,44.9811
53,53,52.75439,20.3009,9333.5,327.0,LOT283,0,11.0,42.8387,2.3007,37.6893,47.9617,61.0709,1.0554,0.0,0.9582,0.0359,-0.0292,0.1039,0.4296,0.4933,0.3917,0.3479,-46.0566,-47.6412,-47.1058,-2.5476,0.2767,1.343,214.8895,-0.0451,399.3699,-130.3266,-1615.7316,37.0035,911.0917,-3063.7453,-1552.0486,1867.0259,18360967.1131,21350722.3618,21168005.8752,20021824.6267,22191827.7961,19570525.813,24313058.3612,21245019.7158,381405.5143,-1244346.221,1855871.7029,23276.9081,1924160.4273,-1238501.5379,1461918.9567,622875.9873,842.8474,831.4476,535.8543,774.5888,759.3427,800.0063,849.1352,776.814,875.6399,732.3293,831.6044,859.3507,598.4171,777.2207,834.7443,758.4361,1567.8559,1375.6305,1365.3296,1543.315,1530.8264,1559.6537,1650.6042,1446.017,1511.1715,1488.1408,918.1563,1119.4301,1489.3943,1606.512,1762.8613,1724.4109,194.0727,20.2879,125.6298,-96.6211,-122.3574,96.3905,-173.037,126.7793,0.0128,0.0642,0.0271,0.1041,-0.0196,-0.0518,0.0295,-0.015,45.7331,45.0809,43.5653,41.9572,39.4768,45.1335,46.7058,43.7226
54,54,52.76551,20.28834,9345.4,327.0,LOT283,0,12.0,47.7525,2.7521,43.7036,51.8925,68.7183,2.6922,0.0,0.9985,0.0488,-0.0211,0.0844,0.5148,0.5356,0.3668,0.4303,-46.5445,-48.3841,-45.4821,3.1826,0.1408,4.132,216.7173,-0.0186,-330.0695,1512.1164,-443.4905,1510.5995,-2101.0286,-826.7764,1569.2906,234.7215,21806483.1979,22345845.5951,23879656.0007,21833909.1067,24209085.917,22949084.3179,22270028.9657,23899994.7383,-998798.3761,-132712.6046,404073.5385,-327613.6016,-867256.3057,-659195.2002,-753087.4911,323357.5408,726.2639,764.1107,744.3206,779.6377,1009.4822,798.5905,794.3838,760.689,795.6805,893.3164,779.0262,638.7775,765.637,971.3292,802.0457,771.3597,1416.283,1480.4966,1641.0466,1900.7478,1185.5967,1637.232,1336.6574,1551.5861,1354.4562,1138.8878,1522.0639,1433.4892,1225.4058,1559.2987,1419.9427,1370.9052,159.7009,-481.3449,138.4936,-24.6585,-187.2421,-168.4443,146.3971,-24.7089,0.0857,0.0169,0.0554,0.0554,-0.0369,0.0285,-0.0498,-0.0017,49.0988,48.0348,45.7989,47.6445,38.9214,45.2715,48.5913,47.1303
55,55,52.77663,20.27577,9358.9,327.0,LOT283,0,12.0,46.2332,2.1924,40.7052,52.0543,66.2422,2.1884,0.0,1.0195,0.0505,0.0114,0.1614,0.3649,0.5107,0.4092,0.3429,-48.9022,-44.4545,-51.2408,-1.1032,0.0165,0.4876,217.6495,0.1097,-1100.037,996.8523,-1301.6435,-644.3484,-2554.2597,-574.5161,-2504.8029,-647.7229,22272003.9055,24501018.5799,20314104.8899,20822288.9282,22205748.2536,21654038.6248,23532522.0085,22647237.734,-536343.5467,-781097.5436,-138209.8032,801003.8551,-1022478.155,1564083.9253,1084494.0212,-1446347.5138,1104.4321,991.3044,767.4902,723.8327,767.107,938.1385,867.7022,887.0927,801.1371,720.9427,796.8655,809.2054,659.9681,658.7261,809.1904,748.2849,1319.5692,1229.9895,1547.7238,1553.2457,1429.412,1477.2364,1366.3811,1779.2336,1691.9277,1109.7279,1746.8528,1550.9868,1702.5688,1213.5117,1221.033,1234.9122,20.1372,-180.9944,36.6243,184.9959,28.377,103.7374,-8.4184,-436.9375,-0.0522,0.026,-0.0444,0.0136,-0.088,-0.0291,0.097,0.0896,48.3833,43.6511,45.7239,48.2093,41.8269,42.0749,43.5789,45.6197
56,56,52.78775,20.2632,9373.7,327.0,LOT283,0,10.0,44.3236,2.7188,39.7645,48.3819,77.4514,2.4865,0.0,1.0002,0.0387,0.0373,0.0666,0.3904,0.6068,0.3896,0.4182,-42.9875,-44.9769,-49.3315,0.888,-0.2557,2.7974,211.8202,-0.0189,975.9683,-1391.5223,-2540.3173,958.8448,-1697.8642,-1748.7315,767.0393,-419.1904,21057177.5908,19262521.077,21433841.9154,19833634.8948,22321697.5719,21495441.0549,23014545.5974,19857226.7003,-405344.3359,1117880.6965,-155255.9641,-60781.5601,2093136.6825,70231.1004,70666.2166,-189536.6766,768.0041,772.17,698.5255,796.2698,865.3477,899.8198,807.09,846.5742,668.975,804.4262,586.5083,898.1217,626.1967,703.0608,739.342,850.905,1646.0945,1269.0846,1589.2226,1627.9552,1302.5422,1809.0855,1675.0566,1393.5482,1831.4867,1479.3319,1237.5042,1545.5041,1780.0004,1539.5093,1395.8604,1321.4224,-84.665,-12.6372,79.2413,-202.5639,-205.7515,8.1537,-205.2548,113.0705,-0.0497,-0.0256,-0.0519,-0.0196,0.0132,0.0764,0.0011,0.056,47.0378,45.9114,45.7312,44.297,45.9334,45.1626,46.445,43.3479
57,57,52.79887,20.25063,9389.9,327.0,LOT283,0,12.0,47.5466,3.0036,42.4092,52.8576,68.3499,2.4646,0.0,0.9895,0.0574,-0.0193,0.146,0.5056,0.5356,0.4065,0.3429,-43.7254,-44.1288,-46.6118,-2.3185,-0.1469,1.0956,222.9006,0.0979,455.7531,-2799.0417,1761.0237,-811.8828,2923.3707,78.4082,-354.2672,-1788.4591,23282749.6188,24097152.7703,21128544.9762,22071623.4237,21372520.7412,22004349.1485,23172831.421,22162564.5569,-514149.7835,1661528.9086,-237207.4036,723386.122,-151127.7952,-864164.6774,2270901.1244,757666.0472,866.3827,1021.8747,803.3855,676.5701,783.3872,724.0066,674.6186,854.6948,844.9428,830.5358,751.5843,769.8974,668.0997,750.9931,871.8053,743.8046,1495.2775,1505.0145,1633.7985,1520.4458,1442.8964,1488.2183,1394.9941,1409.2922,1737.4306,1549.707,1575.9236,1610.2719,1618.3658,1180.4777,1340.6036,1694.0117,60.9694,-195.6843,-24.8425,14.7686,-4.3852,-150.8272,-459.1183,176.6519,-0.0188,0.0699,-0.0366,-0.0292,0.0665,-0.0207,-0.054,0.0219,44.9379,46.363,46.9302,46.8662,43.7897,46.7705,42.0249,43.0248
58,58,52.80999,20.23807,9407.1,327.0,LOT283,0,10.0,44.7074,3.7555,39.5706,49.403,76.4422,2.4288,0.0,1.014,0.0574,0.0121,0.1042,0.4561,0.5248,0.4223,0.4113,-47.0644,-44.5743,-46.7195,-0.6532,0.2893,1.8682,223.9926,-0.3267,421.2199,2094.9639,-450.7842,666.4986,-361.9766,-1438.7005,190.4134,-324.0679,21376671.593,21984977.2875,22889704.6008,22917298.3483,21181116.1544,22225286.5311,24178078.3272,19362540.6315,-831592.5121,-828277.3038,-454552.9911,246660.6116,-1010951.3763,-726728.9201,-1404085.0185,1034364.3897,699.3669,773.96,857.9866,719.7538,809.5767,771.6816,830.375,815.5102,756.3503,698.2918,753.0802,905.8179,872.4486,923.7059,1063.2874,603.6632,1693.4981,1616.0522,1780.9771,1385.7869,1425.4805,1506.4866,1348.6225,1772.6294,1752.3194,1341.1735,1518.5963,1314.5606,1111.8475,1281.1127,1875.4418,1586.431,276.208,-154.2647,41.6892,255.9526,-72.8009,-246.1387,-34.4679,-150.0065,0.0264,-0.0151,0.0124,-0.0266,-0.0096,0.0439,-0.0016,0.0792,38.8602,42.9144,40.9639,46.2359,45.0432,48.4403,41.9151,41.7537
59,59,52.82112,20.2255,9425.2,327.0,LOT283,0,9.0,42.9378,2.1574,38.8003,47.67,83.6991,2.2416,0.0,1.0337,0.0456,-0.007,0.0391,0.3614,0.5644,0.4034,0.4035,-42.075,-44.2683,-49.4609,4.1643,-0.0206,1.3734,215.3075,-0.1798,-893.2096,3357.9244,516.3969,-840.1219,1025.7615,2644.6843,-1373.9916,438.0477,20055078.628,20091135.5822,22110998.549,23675485.9351,23824413.3516,20944972.3241,21556404.2145,24584541.9478,-1317601.7286,934569.9481,-1077689.7112,435599.1527,415455.5016,452097.6143,-1406678.3615,-616190.7801,820.6037,690.0278,737.2538,882.0626,887.8744,878.8833,851.0589,663.5354,686.4518,747.2082,811.702,802.9564,700.0257,819.2308,860.2865,731.0489,1488.124,1810.7188,1499.6019,1604.4594,1536.1449,1523.3773,1531.7513,1473.8133,1606.7203,1746.4145,1304.2832,1521.5462,1650.2099,1559.4351,1777.5121,1440.0239,259.3395,136.567,544.0662,-271.9563,701.4511,35.7962,-168.8184,-113.2747,0.0156,0.0074,-0.0762,-0.0001,0.0658,-0.0091,0.0066,-0.0275,45.3425,48.6996,43.1151,45.6795,43.685,42.8498,46.4304,43.9763
60,60,52.83224,20.21293,9444.1,327.0,LOT283,0,11.0,42.6342,2.8004,38.129,48.3016,76.4796,1.9752,0.0,0.9628,0.0474,-0.0164,0.0776,0.5174,0.5264,0.4432,0.405,-44.9404,-47.1591,-46.782,-1.2961,-0.1078,2.4797,222.9554,-0.2205,1620.9949,-296.5108,3124.4838,-617.5299,1214.6629,132.4221,1833.2261,1448.9993,21573774.7894,23362364.2064,22185955.4796,21230601.5808,19746823.8309,19593054.3138,23873493.8261,21931990.1304,678736.6248,2271882.1217,513654.894,2522903.1742,-691086.6554,1360269.3281,244374.8947,592283.1413,796.9965,752.9648,924.1144,876.3861,703.4405,744.8862,892.8165,749.7567,810.4762,734.0126,872.565,784.9416,1017.7339,738.3201,825.7675,845.4689,1302.529,1223.0847,1462.6656,1408.3648,1419.2723,1503.3706,1455.5441,1375.3929,1518.2496,1435.2606,1425.6856,1397.7614,993.523,1732.3284,1537.0931,1312.1324,-136.6424,-514.9426,138.4567,107.4563,71.4587,-77.729,-250.7557,-89.9233,0.1244,-0.0299,0.0492,0.0468,-0.0758,-0.0224,-0.0465,0.0401,42.013,46.8633,48.0009,46.3698,47.1075,49.0784,46.8499,44.7855
61,61,52.84336,20.20036,9463.6,327.0,LOT283,0,9.0,47.2016,3.1646,41.8739,52.1181,90.7901,1.8446,0.0,1.0122,0.0441,0.0232,0.1096,0.3528,0.5324,0.4143,0.3803,-47.6114,-46.8562,-48.1013,3.6531,-0.2444,3.1901,214.6625,-0.2057,-2541.4182,-2853.0273,2101.559,-2991.6198,1244.0073,1984.6722,1141.5224,-807.8201,22542236.5354,21611773.6862,22660787.6014,23993433.922,22157802.5806,21066091.1434,22106736.3926,20458726.3189,698238.2147,793516.6554,-107224.4454,1035963.9071,649861.8535,-423241.9043,1265029.8739,584742.1238,701.8084,831.852,685.9695,785.5463,768.5829,809.142,825.8704,1053.5308,871.5835,803.2023,760.1296,813.8683,987.2707,716.8718,970.5402,666.156,1639.7151,1388.2567,1509.9392,1587.8632,1648.3356,1317.4295,1480.2878,1661.598,1494.4156,1015.215,1578.7575,1559.9637,1566.555,1849.1876,1601.2158,1422.8393,219.7217,205.4088,-137.8255,32.6921,219.5267,-343.504,-344.5004,-13.6094,-0.0095,0.0403,0.0447,0.0785,-0.002,0.0779,-0.0309,0.0054,43.9651,42.367,46.1619,46.8749,48.4592,45.5241,45.1577,42.3029
62,62,52.85448,20.18779,9483.4,327.0,LOT283,0,9.0,47.6269,1.8191,43.2845,53.087,68.5531,2.6287,0.0,1.0234,0.0583,-0.026,0.1065,0.4297,0.5575,0.334,0.3703,-43.063,-47.2604,-50.7981,0.5713,0.4656,3.1276,221.1009,-0.2332,563.373,590.425,-3938.734,1546.3831,2214.8732,1880.1633,7.8746,2850.6136,23330524.432,20677173.5257,19135262.011,20332901.4879,21571590.1803,23460648.73,25379614.566,23671679.7299,-1758841.6387,1700108.1822,223765.3226,560969.7614,1098046.1642,859982.092,641855.086,513852.7597,828.6947,951.455,831.936,654.7807,758.7834,729.9116,662.4989,764.7008,778.7965,737.8095,606.3824,970.6478,606.4737,734.8793,836.4681,839.9619,1193.6217,1585.9667,1556.4167,1429.229,1385.1003,1863.8948,1448.7035,1428.7256,1419.2511,1224.9892,1620.8068,1732.3851,1773.03,1501.11,1571.2058,1282.8073,-250.7455,206.0998,-160.4438,124.1563,-95.5953,-190.0049,29.9615,-214.2197,0.0335,-0.0506,0.0225,-0.0251,-0.0255,-0.0436,0.0402,0.0205,47.0575,47.6952,44.3126,42.7962,47.3329,41.6388,43.2056,44.3486
63,63,52.8656,20.17523,9503.4,327.0,LOT283,0,10.0,44.0452,3.2759,39.2573,49.8906,67.2476,1.7056,0.0,0.9733,0.0572,0.0124,0.0756,0.4675,0.527,0.4177,0.4528,-45.4432,-45.9132,-49.2999,-2.8235,0.1928,1.3357,216.8383,0.1277,-3262.446,595.5217,197.874,-826.4442,1175.6333,893.1433,-417.1984,1464.0898,22280597.7586,19507212.1702,22231115.203,23035657.9239,20862409.2905,23260668.8429,22503047.4067,21797790.1697,1131238.1451,456468.8751,-818401.9627,504465.1844,-1238428.4057,247246.0313,-1018553.0026,-2827662.1447,724.493,753.7138,711.5348,820.4066,812.4326,927.2084,751.0667,781.0657,757.3552,790.0881,785.4418,705.0685,797.4665,833.7084,875.1247,693.9351,1424.2474,1347.8879,1449.9551,1540.2726,1713.4297,1552.6301,1800.4843,1552.8168,1257.3669,1501.5695,1326.5526,1181.4484,1555.3824,1390.639,1350.2039,1448.7467,381.0978,-17.2438,-273.3977,-9.4696,-274.8397,66.5959,215.1233,-74.3874,0.0141,0.0387,0.063,0.0361,0.0117,0.0541,-0.0436,0.026,47.6229,44.8754,40.5333,45.856,41.9112,45.9758,43.036,42.8377
64,64,52.87672,20.16266,9523.3,327.0,LOT283,0,12.0,45.2876,1.957,40.7435,50.9591,71.5384,2.04,0.0,1.0152,0.0494,-0.055,0.1049,0.4382,0.6221,0.3512,0.4124,-44.4057,-45.8422,-51.1065,-1.8076,-0.049,1.2445,218.3268,0.1749,803.6933,1324.6745,-578.9657,-601.6575,1668.4736,229.7767,1030.1275,-406.358,21593972.9835,23689337.1435,21829123.4837,22814561.0335,23134214.2051,24380572.6343,21574264.8111,20098885.4528,-1147058.4852,598337.8114,802936.2484,-284419.8568,-289653.8572,1089654.737,-320096.4757,849557.6497,774.5886,1063.9416,768.1069,827.2978,915.4673,708.5297,716.9859,589.8604,767.8606,778.4135,710.4057,710.769,762.0321,646.253,891.096,845.2582,1711.0399,1421.0631,1917.8599,1590.8942,1530.7941,1436.5418,1700.3184,1658.4728,1544.135,1342.6789,1226.6606,1303.5678,1454.5977,1629.1176,1462.3195,1712.0684,195.0592,-305.513,-94.4705,333.5,-163.1773,-202.9401,419.3218,137.6781,-0.0339,0.0617,-0.0757,-0.0493,-0.0766,-0.0297,0.0375,0.0132,46.0167,45.4308,46.085,43.982,44.9737,40.2762,47.6138,45.3581
65,65,52.88784,20.15009,9543.0,327.0,LOT283,0,10.0,43.2811,2.8935,38.8009,48.5597,53.1225,2.5262,0.0,1.0043,0.0587,0.0532,0.1066,0.4687,0.5237,0.3724,0.4021,-44.3951,-44.6303,-49.9045,-1.1571,-0.1649,2.2711,223.2432,-0.0404,1254.6497,-2739.974,-3210.2135,2082.4286,-1473.7377,-1294.0903,-1674.817,-2366.6459,21151069.1341,22599183.3883,23277658.1968,20429288.1214,23518555.2817,22994918.0603,21545482.0149,22715603.9379,568554.368,-1526575.6599,1264241.8231,1377213.8069,248171.994,1483582.3147,-1810907.3347,-262030.3377,741.2298,913.6387,809.8886,862.5221,854.6964,791.1124,611.0926,856.4835,894.4716,788.2986,749.4652,720.5489,801.4205,978.3931,786.3214,764.3438,1269.929,1687.8668,1569.148,1566.0653,1822.4818,1492.35,1407.7983,1563.7542,1598.0016,1743.3995,1551.6794,1499.6192,1283.2766,1324.5028,1368.0121,1607.2279,-223.1604,18.3825,347.9813,-95.3044,-296.0332,304.5526,100.5419,-260.0102,-0.0271,0.0216,-0.0706,-0.0196,-0.0193,-0.029,0.0768,0.0157,45.6526,46.4688,45.574,48.4511,46.8086,45.1582,40.604,45.6195
66,66,52.89896,20.13752,9562.3,327.0,LOT283,0,10.0,46.6941,3.0801,41.7329,52.0135,101.7426,1.9772,0.0,0.9683,0.0553,0.0288,0.1703,0.4362,0.4738,0.404,0.3566,-44.378,-46.0641,-49.447,-1.8948,0.0925,2.9262,223.8638,0.0384,2258.0638,-501.809,2060.9423,-66.1564,-1737.7707,1207.3517,883.0427,-793.534,24445359.0109,22840044.4871,23799088.9036,18552248.6941,21357794.3406,19440921.7285,20087937.6857,23792806.2298,211887.5933,1263960.1306,-2011596.7587,-1193656.0354,-64719.4905,-1134023.9311,-573265.5803,252187.8533,798.7543,945.46,748.483,831.8157,775.1064,945.3456,651.1038,746.3849,819.0082,875.6226,860.8486,936.0375,846.8932,844.7145,757.3169,832.8718,1476.6519,1233.1999,1201.6103,1547.8083,1550.9457,1671.8317,1338.7886,1387.9387,1642.4329,1491.0305,1516.5542,1063.5767,1381.8952,1264.5754,1352.3723,1364.0176,222.9185,100.7828,-326.214,117.8012,108.8164,179.004,-159.4078,-21.7327,0.0233,-0.0635,0.0734,-0.039,0.036,0.0202,0.0234,0.0404,43.525,45.9841,45.9941,47.3612,47.1323,44.9255,42.8758,46.6398
67,67,52.91008,20.12495,9581.0,327.0,LOT283,0,12.0,43.5163,2.9092,37.9726,48.3935,93.0106,1.2682,0.0,1.0129,0.0789,-0.004,0.052,0.5115,0.4952,0.3767,0.3679,-46.4369,-47.1902,-44.9063,-1.0082,-0.3139,2.1431,223.4481,-0.2604,812.2418,2072.7799,-366.6598,660.3316,-604.5991,486.531,986.1048,978.7388,21066223.9825,22596253.3287,22617654.4906,23103140.4293,23202177.5747,20523192.0514,21534301.6218,20425719.1641,-176242.2933,341248.4155,-564854.905,-1208906.9894,-1101409.8425,977415.7588,871279.1036,17747.0524,842.3898,832.2212,834.2024,806.2046,672.4042,690.3468,807.891,679.2441,813.4417,784.4662,780.9459,707.2634,677.6867,724.9402,823.3087,511.0285,1820.4532,1181.2507,1474.0729,1562.8154,1367.828,1401.3754,1745.4462,1461.0539,1579.043,1037.9045,1195.3357,1443.2027,1523.5772,1491.59,1722.2985,1419.9494,266.458,51.6554,-335.3264,6.6224,-66.0887,81.5254,-156.953,-66.7911,-0.0378,0.0305,0.0169,0.0094,-0.1664,0.0545,0.0587,-0.0256,45.3316,44.7552,44.7148,40.9069,44.5966,44.8836,43.9489,44.1955
68,68,52.9212,20.11239,9598.8,327.0,LOT283,0,12.0,46.8132,2.0476,41.6757,50.9711,94.6246,2.7739,0.0,1.0199,0.0281,-0.0253,0.0883,0.42,0.5123,0.4179,0.4321,-43.545,-48.1487,-48.1832,1.7848,0.1212,2.6397,222.3955,-0.2599,1809.4768,-639.5701,298.8546,2289.1119,2391.7084,-1292.0488,862.9196,-493.5983,22835436.1587,23705726.4478,21074735.3666,21586633.6091,23677769.8042,24062834.3897,21584114.1288,23844042.4907,-1621086.0836,-1521354.0524,424180.0741,803501.7318,128037.5081,-1188280.1096,1225432.31,-135696.0236,899.5457,596.0432,577.3342,905.5661,809.9877,697.8898,712.6915,853.7853,985.0063,771.1567,830.3553,802.5903,916.8382,907.1012,872.8079,822.1773,1579.4725,1425.5235,1623.857,1515.0827,1458.6738,1426.0482,1525.6734,1644.72,1631.2236,1400.5661,1426.5096,1621.5734,1160.3126,1327.1932,1461.4899,1420.2492,-32.0877,-97.7073,-215.9614,-136.2826,77.5191,-15.5128,58.822,-130.1388,0.0502,0.0219,0.0396,-0.0044,-0.1025,-0.1191,-0.0907,0.0522,45.7828,44.1968,46.0802,47.942,45.7214,45.1495,42.21,44.4536
69,69,52.93232,20.09982,9615.7,327.0,LOT283,0,12.0,42.5843,2.5812,36.6962,47.5602,74.079,2.2,0.0,0.9892,0.0586,0.0101,0.1177,0.4591,0.5892,0.3553,0.3953,-44.2365,-45.2976,-47.1626,2.3732,0.0436,2.6701,213.7619,-0.0017,903.4478,-2019.088,-1521.0767,937.4295,-608.5274,658.8007,-200.8093,1621.495,22505208.6362,21949316.3852,23587560.3854,22568432.186,21623539.0443,23627054.7105,20112115.4106,24053519.1626,-2175288.8247,2038674.5326,-185615.4519,1321326.0197,-668071.071,356298.1485,1322121.2116,804281.08,909.997,983.4105,839.7685,808.2172,696.2077,718.6627,738.157,784.9159,669.2177,821.8455,740.5865,903.3519,946.2359,696.5984,730.6354,663.5896,1587.0529,1585.7291,1332.5291,1321.7755,1499.5707,1572.8249,1545.1915,1364.7255,1423.7166,1478.0024,1467.9328,1483.0064,1524.1067,1338.8329,1737.3261,1582.6748,83.7763,404.9127,-2.9082,-93.3431,-164.8263,-405.717,-129.5894,-163.1216,-0.0107,0.0226,-0.0486,0.0134,0.0658,-0.0161,-0.0919,0.0595,44.4857,45.0103,46.8036,45.0806,45.4984,42.6688,47.3008,40.9201
70,70,52.94344,20.08725,9631.4,327.0,LOT283,0,9.0,46.6718,2.9584,41.0102,52.2989,86.5189,1.8093,0.0,1.019,0.0813,-0.0202,0.1429,0.418,0.521,0.4002,0.4243,-46.4874,-47.0614,-48.4534,-1.3769,0.2619,2.0231,215.9022,-0.2946,2013.2042,1089.3642,-2547.9497,633.2893,-2291.1002,-459.7036,1763.6296,1175.0625,19959926.356,22622844.0716,20159759.7071,21287291.878,21944034.0664,21002770.0428,22213602.5939,20986141.893,259983.9706,-664008.1429,-1432101.31,237461.3737,-635886.9211,667044.4167,837519.6447,-707849.9175,851.7307,712.6924,695.5174,824.5982,604.9385,871.0818,900.1672,699.6573,843.9308,856.0883,869.081,831.3934,682.531,773.9818,693.9084,934.4809,1519.7078,1566.0071,1380.8083,1754.2345,1347.977,1539.6713,1548.1684,1517.1014,1433.1258,1445.1257,1467.5259,1060.2505,1965.3248,1789.3714,1726.2676,1260.8651,256.5193,232.5488,-21.4662,204.3722,-60.7423,-11.9557,23.5509,-46.1654,0.0529,-0.0095,-0.0294,0.082,-0.0569,0.0215,-0.0005,0.0146,46.2648,47.1981,44.6266,45.0387,39.5363,42.5316,44.3995,41.9521
71,71,52.95456,20.07468,9645.8,327.0,LOT283,0,11.0,42.429,2.9895,37.3388,47.373,88.2738,1.8254,0.0,0.9872,0.0402,0.043,0.1147,0.463,0.543,0.3851,0.436,-45.3577,-45.8892,-49.1612,-1.2834,0.3999,1.9706,223.8363,0.0062,-2276.7211,2226.4698,-1867.7466,40.7746,878.2994,253.2911,-19.0936,-691.3329,23083722.9964,23076353.5694,23666155.1727,21139856.2657,21946719.4087,23298680.168,20340456.4694,22290784.4305,-879244.536,765448.2978,-109854.9633,-412789.4382,1800725.9497,1504529.7453,-30180.6813,-1879371.8257,745.2373,908.5174,700.1859,880.7463,828.3107,992.6555,695.3835,652.2791,761.9025,750.3692,814.5957,682.3354,749.1501,934.3297,854.1721,716.1088,1643.383,1766.5442,1652.6657,1632.7512,1619.9135,1578.2421,1677.219,1763.4827,1606.513,1725.4205,1525.3212,1309.7762,1671.8779,1556.7814,1543.4148,1461.8611,-129.0203,140.2944,73.1834,-177.0487,259.0298,-65.8493,65.8335,-179.0449,0.0054,0.0433,-0.0119,-0.0221,-0.05,-0.0299,0.0227,0.0971,41.5615,43.4453,45.6469,43.1428,43.5273,44.5664,41.9007,47.2926
