tick,icao24,callsign,origin_country,lat,lon,alt,velocity,true_track,vertical_rate,on_ground,is_anomaly,anomaly_kind,f_lat,f_lon,f_alt,f_velocity,f_true_track,f_vertical_rate,f_lat_delta,f_lon_delta,f_speed_delta,f_heading_delta,f_nic,f_nac_v,f_nac_p,f_trajectory_smoothness,f_altitude_jitter,f_callsign_country_match,traj_0_0,traj_0_1,traj_0_2,traj_0_3,traj_0_4,traj_1_0,traj_1_1,traj_1_2,traj_1_3,traj_1_4,traj_2_0,traj_2_1,traj_2_2,traj_2_3,traj_2_4,traj_3_0,traj_3_1,traj_3_2,traj_3_3,traj_3_4,traj_4_0,traj_4_1,traj_4_2,traj_4_3,traj_4_4,traj_5_0,traj_5_1,traj_5_2,traj_5_3,traj_5_4,traj_6_0,traj_6_1,traj_6_2,traj_6_3,traj_6_4,traj_7_0,traj_7_1,traj_7_2,traj_7_3,traj_7_4,traj_8_0,traj_8_1,traj_8_2,traj_8_3,traj_8_4,traj_9_0,traj_9_1,traj_9_2,traj_9_3,traj_9_4,traj_10_0,traj_10_1,traj_10_2,traj_10_3,traj_10_4,traj_11_0,traj_11_1,traj_11_2,traj_11_3,traj_11_4,traj_12_0,traj_12_1,traj_12_2,traj_12_3,traj_12_4,traj_13_0,traj_13_1,traj_13_2,traj_13_3,traj_13_4,traj_14_0,traj_14_1,traj_14_2,traj_14_3,traj_14_4,traj_15_0,traj_15_1,traj_15_2,traj_15_3,traj_15_4
0,4ba8c2,TAR9FX,Turkey,52.2,23.49461,9500.4,245,270,0.0,0,0,,52.2,23.4946,9500.3647,245.0,270.0,-0.1615,-0.0044,-0.0501,-0.0119,-0.1616,8.0,9.0,9.0,0.9398,0.1998,1.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0
0,4cab4c,EZY42AC,United Kingdom,54.59944,17.50546,11800.6,238,100,0.0,0,0,,54.5994,17.5055,11800.6244,238.0,100.0,1.2507,-0.4213,-0.1287,0.2158,0.2248,8.0,9.0,9.0,0.9482,0.4788,1.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0
1,4ca87b,RYR2KE,Ireland,54.4,18.51066,11008.8,230,90,0.0,0,0,,54.4,18.5107,11008.833,230.0,90.0,0.6206,0.0128,0.2873,-0.0896,0.29,8.0,9.0,9.0,0.9465,0.1829,1.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5053,10998.1108,230.0,90.0,54.4,18.5107,11008.833,230.0,90.0
1,471f8b,LOT283,Poland,52.50455,20.89373,9493.2,220,320,0.0,0,0,,52.5045,20.8937,9493.1974,220.0,320.0,0.2896,-0.0745,0.0213,-0.0503,-0.1401,8.0,9.0,9.0,0.9334,0.3118,1.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5023,20.8969,9500.4483,220.0,320.0,52.5045,20.8937,9493.1974,220.0,320.0
1,3c6589,DLH4ZW,Germany,53.50112,14.51072,11500.5,240,80,0.0,0,0,,53.5011,14.5107,11500.4783,240.0,80.0,-1.22,0.2738,0.2141,0.0136,0.292,8.0,9.0,9.0,0.9383,0.4452,1.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5006,14.5054,11504.3943,240.0,80.0,53.5011,14.5107,11500.4783,240.0,80.0
1,4b1805,SWR12X,Switzerland,52.79404,17.99641,10808.2,235,200,0.0,0,0,,52.794,17.9964,10808.1751,235.0,200.0,-0.2818,0.2457,-0.1455,-0.1533,0.068,8.0,9.0,9.0,0.9136,0.3382,1.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.797,17.9982,10802.8027,235.0,200.0,52.794,17.9964,10808.1751,235.0,200.0
1,440048,BAW893,United Kingdom,53.00337,16.00971,11996.6,250,60,0.0,0,0,,53.0034,16.0097,11996.6066,250.0,60.0,-0.4726,-0.0651,0.1693,0.0817,-0.3231,8.0,9.0,9.0,0.938,0.5223,1.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0017,16.0049,11999.2583,250.0,60.0,53.0034,16.0097,11996.6066,250.0,60.0
1,4ac9b0,SAS2HK,Sweden,55.49703,17.00907,10500.8,220,120,0.0,0,0,,55.497,17.0091,10500.7965,220.0,120.0,1.4017,0.0324,0.0646,0.302,0.5449,8.0,9.0,9.0,0.945,0.2771,1.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.4985,17.0045,10502.0686,220.0,120.0,55.497,17.0091,10500.7965,220.0,120.0
1,3917a3,AFR1219,France,50.99474,14.50482,11009.0,225,150,0.0,0,0,,50.9947,14.5048,11008.957,225.0,150.0,-0.8662,-0.0722,-0.0548,-0.0215,-0.0386,8.0,9.0,9.0,0.8846,0.3129,1.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9974,14.5024,11001.2851,225.0,150.0,50.9947,14.5048,11008.957,225.0,150.0
1,46b8c1,FIN6KP,Finland,55.99455,20.99645,9995.8,215,200,0.0,0,0,,55.9945,20.9965,9995.8111,215.0,200.0,1.7159,0.2165,-0.5021,0.0155,-0.4368,8.0,9.0,9.0,0.95,0.3194,1.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9973,20.9982,9997.0568,215.0,200.0,55.9945,20.9965,9995.8111,215.0,200.0
1,4ca8e0,RYR3LM,Ireland,53.69687,19.79084,11192.7,232,240,0.0,0,0,,53.6969,19.7908,11192.7263,232.0,240.0,-0.5787,0.0806,0.2563,0.1774,-0.1831,8.0,9.0,9.0,0.9088,0.3167,1.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6984,19.7954,11195.4275,232.0,240.0,53.6969,19.7908,11192.7263,232.0,240.0
1,478129,WZZ2BV,Hungary,51.70103,22.49057,10800.7,220,280,0.0,0,0,,51.701,22.4906,10800.7466,220.0,280.0,0.5853,0.0971,-0.106,-0.3942,0.281,8.0,9.0,9.0,0.9454,0.3962,1.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.7005,22.4953,10800.7697,220.0,280.0,51.701,22.4906,10800.7466,220.0,280.0
1,4ba8c2,TAR9FX,Turkey,52.2,23.48922,9503.9,245,270,0.0,0,0,,52.2,23.4892,9503.8774,245.0,270.0,-0.0572,-0.3618,0.2667,0.0684,-0.0885,8.0,9.0,9.0,0.9529,0.3764,1.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4946,9500.3647,245.0,270.0,52.2,23.4892,9503.8774,245.0,270.0
1,4cab4c,EZY42AC,United Kingdom,54.59888,17.51092,11801.3,238,100,0.0,0,0,,54.5989,17.5109,11801.3366,238.0,100.0,-0.3263,-0.0455,0.3812,0.2484,-0.0017,8.0,9.0,9.0,0.8943,0.3892,1.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5994,17.5055,11800.6244,238.0,100.0,54.5989,17.5109,11801.3366,238.0,100.0
