tick,t_int,lat,lon,alt,heading,callsign,is_attack,n_sv,cn0_mean,cn0_std,cn0_min,cn0_max,doppler_std,pseudorange_std,error_flag_any,sqm_peak_mean,sqm_peak_std,sqm_asym_mean,sqm_asym_max,sqm_sec_peak_mean,sqm_sec_peak_max,sqm_left_5_mean,sqm_right_5_mean,power_2MHz,power_4MHz,power_8MHz,clock_error_m,clock_drift_mps,position_drift_m,speed_ecef,clock_error_d_dt,Carrier_Doppler_hz_ch0,Carrier_Doppler_hz_ch1,Carrier_Doppler_hz_ch2,Carrier_Doppler_hz_ch3,Carrier_Doppler_hz_ch4,Carrier_Doppler_hz_ch5,Carrier_Doppler_hz_ch6,Carrier_Doppler_hz_ch7,Pseudorange_m_ch0,Pseudorange_m_ch1,Pseudorange_m_ch2,Pseudorange_m_ch3,Pseudorange_m_ch4,Pseudorange_m_ch5,Pseudorange_m_ch6,Pseudorange_m_ch7,Carrier_phase_cycles_ch0,Carrier_phase_cycles_ch1,Carrier_phase_cycles_ch2,Carrier_phase_cycles_ch3,Carrier_phase_cycles_ch4,Carrier_phase_cycles_ch5,Carrier_phase_cycles_ch6,Carrier_phase_cycles_ch7,EC_ch0,EC_ch1,EC_ch2,EC_ch3,EC_ch4,EC_ch5,EC_ch6,EC_ch7,LC_ch0,LC_ch1,LC_ch2,LC_ch3,LC_ch4,LC_ch5,LC_ch6,LC_ch7,PC_ch0,PC_ch1,PC_ch2,PC_ch3,PC_ch4,PC_ch5,PC_ch6,PC_ch7,PIP_ch0,PIP_ch1,PIP_ch2,PIP_ch3,PIP_ch4,PIP_ch5,PIP_ch6,PIP_ch7,PQP_ch0,PQP_ch1,PQP_ch2,PQP_ch3,PQP_ch4,PQP_ch5,PQP_ch6,PQP_ch7,TCD_ch0,TCD_ch1,TCD_ch2,TCD_ch3,TCD_ch4,TCD_ch5,TCD_ch6,TCD_ch7,CN0_ch0,CN0_ch1,CN0_ch2,CN0_ch3,CN0_ch4,CN0_ch5,CN0_ch6,CN0_ch7
50,50,52.72103,20.33861,9308.2,327.0,LOT283,0,10.0,44.5992,2.7856,38.8303,49.9965,79.0714,1.7119,0.0,0.9858,0.0442,0.0279,0.1288,0.4672,0.5433,0.4513,0.3955,-45.0288,-46.3289,-48.7836,-1.1036,0.215,1.2884,220.7271,-0.2264,-2247.195,698.7703,1037.3,-1136.6062,83.9519,-428.9761,1404.0096,-244.4786,22930538.8421,22768192.0049,21369581.2327,20013806.0462,21492775.9169,20078280.5506,22394939.5237,20873507.9187,-637376.0962,-819480.1674,376590.8003,182809.3744,-723654.5237,67967.2825,804890.878,2036030.0735,825.9296,633.5004,899.9855,965.965,755.5524,843.182,843.2049,627.2572,856.8758,759.3894,789.1535,837.4206,904.2555,866.3511,757.1152,855.374,1520.0858,1368.6053,1719.759,1526.456,1524.2855,1441.2904,1218.5883,1711.4354,1308.869,1785.3037,1404.8387,1283.0309,1235.5034,1794.7756,1668.878,1251.259,92.6832,314.2724,422.2077,-302.5046,-131.4841,-384.3112,-32.7012,39.2102,0.0295,0.0062,0.0162,0.0568,-0.0006,0.0228,0.0013,-0.072,42.6973,42.6017,42.5189,41.8473,45.6894,45.4944,46.132,44.833
51,51,52.73215,20.32604,9314.8,327.0,LOT283,0,12.0,46.427,2.6998,40.6485,52.0346,60.5112,3.0237,0.0,0.9775,0.0445,0.0386,0.1508,0.4969,0.4999,0.4138,0.4261,-44.9117,-44.9955,-48.8274,3.2564,-0.2163,2.6441,227.3494,0.3204,39.1711,2813.5877,1314.763,820.848,1190.382,427.5569,1199.2602,370.066,20561765.3257,22377294.4706,19721216.742,22520942.2859,23417456.8078,21499296.8484,19379932.462,18151654.7836,-218394.0767,-188563.733,1308436.3104,-475750.2447,-769335.4814,-407926.4337,-212330.2692,-483412.9467,793.8398,834.4026,821.8334,748.3664,581.2068,775.7841,833.1297,809.718,728.5541,787.7197,805.2489,904.8292,968.2543,718.1546,654.8776,833.65,1443.0132,1248.5913,1568.585,1089.7251,1241.4901,1582.1975,1507.1159,1427.0025,1341.0565,1551.0897,1891.2894,1729.8007,1169.9692,1364.639,1622.2815,1593.0476,53.7627,-165.9738,133.1722,85.9137,16.5424,-189.2656,60.0465,-100.8126,0.017,0.0035,-0.0878,-0.0598,-0.0015,0.0318,-0.0428,0.0827,43.6065,45.8829,45.813,47.3268,43.7873,45.2058,44.3657,47.3572
52,52,52.74327,20.31347,9323.3,327.0,LOT283,0,9.0,46.8402,2.4621,42.7599,51.2548,89.9155,2.6144,0.0,0.9983,0.0569,-0.0202,0.1289,0.4668,0.5051,0.4284,0.4134,-44.997,-48.5886,-47.0386,-0.1517,0.0669,2.6955,219.5827,0.2803,-4066.309,-126.6356,2337.6401,-2247.1679,3802.8161,-331.0766,-888.3337,-3586.1196,23838927.1889,20455558.7848,19774549.0205,24311220.5268,24484205.8914,22339720.4665,23242460.6821,21189854.5933,-247209.2193,1372783.3756,19352.7761,-284339.27,303015.1366,34155.2569,-1118599.2736,1082254.0104,845.6717,701.4101,877.5024,672.4798,816.568,865.8361,788.0294,767.2277,839.302,770.9587,930.9904,1008.7587,755.8452,787.8471,740.6661,736.4494,1417.2695,1365.4574,1587.4155,1769.5815,1459.0078,1407.1761,1793.1449,1514.5087,1625.0746,1230.3366,1380.1954,1629.4758,1391.4957,1563.9451,1558.6185,1252.1129,-226.1377,-32.7628,-475.1444,-29.1398,92.176,90.3126,190.2116,-83.9999,0.0009,0.0382,0.1141,0.0007,-0.0717,-0.0137,0.009,0.0777,47.5769,46.9473,46.9685,46.0472,45.8867,45.3107,43.5203,41.066
53,53,52.75439,20.3009,9333.5,327.0,LOT283,0,12.0,46.5064,2.6793,41.3796,51.7227,86.399,2.424,0.0,1.0054,0.027,-0.033,0.0544,0.4823,0.4946,0.3801,0.3757,-43.5938,-48.0631,-46.7568,-0.288,0.4031,2.5528,223.5035,0.0254,672.7156,-541.2376,-1609.7092,-1695.9561,894.8299,-95.3579,-226.5207,1097.571,21278938.9691,21144181.1048,22322177.8929,22236607.9033,22005747.2703,22098128.8546,22277886.4781,21194313.5664,-498222.7839,-432465.4069,828559.139,37224.4961,-77505.5946,-309730.1184,-1712988.236,786343.5327,816.501,894.7804,688.2843,839.256,711.2746,881.0618,785.4542,796.889,772.232,836.6108,909.4078,711.2772,712.6547,519.8417,750.6464,822.0994,1260.4636,1616.3914,1501.5019,1601.2984,1540.6407,1330.2571,1673.0942,1486.5849,1716.4169,1300.385,1410.6221,1464.4156,1309.9673,1357.9424,1556.3433,1584.5542,-142.169,39.296,-195.1992,17.9516,447.3529,-49.1611,-147.6012,290.0016,0.0262,-0.0081,0.0058,0.0062,0.0799,-0.0069,0.001,0.0444,43.2677,44.0614,44.6564,45.9852,42.3827,44.0232,43.659,47.3812
54,54,52.76551,20.28834,9345.4,327.0,LOT283,0,12.0,44.9684,2.6936,39.5609,50.469,84.711,2.0259,0.0,1.0041,0.037,-0.0072,0.0864,0.4495,0.5675,0.4469,0.3762,-45.3619,-43.1099,-49.0743,0.0585,-0.1403,1.8805,219.4818,0.0727,-593.8189,2299.8803,2372.9328,-1490.1131,-1750.2701,-94.6926,-1059.8055,201.8939,22641312.0231,24638619.5448,22269794.1172,21610538.1375,20502540.5544,22997459.3694,22852962.6505,24274340.1647,-402117.3017,-1303399.6297,-938129.8209,-2745177.8406,1256284.5234,-1207444.8597,470154.8172,-2232556.5522,802.2258,746.3404,854.0791,990.8212,902.9978,966.4254,872.3268,714.8256,820.4685,780.4629,855.8275,833.4475,956.5703,702.6065,803.326,763.4276,1606.7501,1506.3573,1311.0814,1493.4294,1397.127,1574.6986,1491.4797,1280.2563,1793.6736,1619.0372,1641.6205,1562.0714,1818.2037,1533.6339,1736.0196,1833.4826,-193.5183,-55.6388,-94.0547,-6.386,12.9258,358.1783,128.1067,40.0156,-0.0464,0.0496,-0.0928,-0.0408,0.0474,-0.0222,-0.1041,-0.069,45.0625,43.7974,42.82,46.1486,46.8704,41.9312,45.7954,44.5343
55,55,52.77663,20.27577,9358.9,327.0,LOT283,0,9.0,43.3325,2.3739,38.179,48.1257,56.2574,1.301,0.0,0.9954,0.028,-0.0633,0.0811,0.5246,0.5395,0.4108,0.379,-43.8176,-46.2539,-48.6407,-2.5238,0.049,2.1982,221.9946,0.2237,-524.7882,1214.6811,-2199.1733,-977.7074,2204.5045,69.9769,1052.2821,2566.9072,21116639.8846,24083671.5731,23680324.6231,22010355.4949,22155431.1393,20696067.5174,21465746.0061,20694485.6278,-1286599.5921,748730.0723,-19794.5028,-2011528.3399,522990.8207,159554.7302,1127520.506,442052.9476,925.9495,941.2844,893.8316,802.887,856.5408,638.4414,774.7969,878.6134,871.1046,826.8264,764.7452,896.8178,866.1969,815.3146,757.3109,763.4552,1601.2604,1488.1912,1381.2769,1503.2219,1484.6966,1556.2965,1479.0652,1658.8607,1566.2993,1642.4721,1622.8233,1627.1797,1372.0223,1794.0972,1213.6545,1614.9901,163.5701,-23.8451,197.8051,244.7283,-69.0885,-312.1031,187.8264,59.4438,-0.0324,0.1745,-0.0051,-0.0087,-0.0756,0.1137,-0.085,0.0276,44.8524,43.1827,42.7964,46.6747,45.9705,44.7435,46.5774,45.163
56,56,52.78775,20.2632,9373.7,327.0,LOT283,0,12.0,44.7011,2.5265,40.3712,49.7914,81.6817,2.5039,0.0,1.0378,0.0394,0.03,0.0966,0.4201,0.5637,0.3577,0.4234,-44.5221,-43.8195,-46.5355,7.2361,0.1368,1.8774,226.7739,0.0754,-1223.714,2151.1154,-1115.7826,735.8318,-447.8542,1186.0588,-510.1867,353.2362,21146098.2466,20403041.2015,20858949.3485,20903340.312,19739225.3551,21958436.1883,21230565.2136,25213225.913,171673.2576,-1189016.072,-360828.6247,-1962.2934,225502.281,947979.8266,-1036274.3558,1725779.738,790.4655,849.7255,662.7212,787.6582,860.5775,815.7008,833.5755,852.9461,963.521,987.03,781.2443,773.6128,672.2846,713.6057,1011.454,670.268,1607.658,1647.6777,1653.3441,1152.8179,1460.5627,1331.0238,1560.7594,1453.1023,1425.7936,1252.5709,1432.1919,1364.6785,1304.7976,1461.6576,1516.0225,1515.2353,2.426,-337.2249,-138.855,-27.337,-40.9375,-34.957,-64.2853,78.4087,-0.0115,0.0516,-0.027,-0.0565,0.1015,-0.0561,0.0382,-0.0526,41.6732,42.1383,41.4895,44.1308,44.6838,43.9015,44.8466,47.3084
57,57,52.79887,20.25063,9389.9,327.0,LOT283,0,9.0,44.4696,2.6819,39.3128,49.161,82.4061,2.2321,0.0,0.9758,0.0513,0.0107,0.0903,0.4261,0.5713,0.3762,0.4029,-46.0196,-45.9134,-48.3236,-2.126,-0.1833,1.5923,218.6393,0.1148,-18.0801,-3098.2045,671.9195,-57.8107,199.4637,-359.0913,-570.5828,-2170.9124,22021709.5653,22685313.8537,24117866.0322,25143194.7577,23386363.6837,23723377.02,21290582.2357,22990787.1425,914651.3469,-887390.6687,-450048.627,205792.946,-297667.2786,-1164928.3975,1426812.3829,-1679709.7729,868.3596,694.5634,827.0563,843.3364,768.1862,875.3485,813.8038,793.6146,844.165,702.9863,951.1382,617.2591,663.5047,764.1179,788.1053,648.1626,1651.0737,1421.5026,1557.0448,1670.2619,1309.9856,1535.7516,1712.1418,1648.3641,1380.9719,1594.9433,1931.7276,1132.6286,1305.0195,1438.5838,1648.9789,1757.1223,-67.7697,100.4542,61.2736,-94.2061,217.3656,-79.2401,57.1019,-150.0338,0.0199,0.0042,0.0653,-0.029,0.0139,0.0272,0.0162,-0.0633,44.4056,43.8806,48.2212,44.7287,48.2468,43.3559,42.4058,43.8001
58,58,52.80999,20.23807,9407.1,327.0,LOT283,0,11.0,47.2802,2.2632,42.0449,51.4946,99.2187,2.3587,0.0,1.0282,0.0389,-0.0905,0.0247,0.5004,0.431,0.3614,0.4381,-44.1747,-45.1339,-51.5222,-3.0619,-0.0139,1.4841,221.4433,0.2207,-2667.7211,410.1785,-1237.5546,-1119.7875,121.0766,-892.8881,105.5424,-246.1596,21495197.1769,20279696.9576,22782239.2731,22906082.7619,19085825.2065,23410111.6872,17869149.4239,20881873.6186,1377211.7687,23025.8871,1756336.0352,1694609.2615,1934622.1752,444643.1565,674128.6561,-275550.2025,827.673,792.6051,644.3236,659.2338,790.8243,742.1515,810.9649,818.7281,796.3098,512.1546,811.8842,891.6198,851.1818,747.0934,864.8757,955.0922,1444.3649,1601.6343,1381.214,1698.7617,1501.2243,1456.9473,1531.1149,1435.6998,1595.9962,1726.5374,2035.5773,1745.4546,1693.9278,1530.3185,1497.5867,1721.6371,29.2105,93.1386,-60.6115,113.0398,231.3701,322.2215,272.0583,-228.4979,0.055,-0.0424,-0.0701,0.0509,-0.0666,-0.0098,0.0756,-0.0149,43.9449,42.8493,44.2325,48.2649,43.9616,47.852,44.1528,46.1709
59,59,52.82112,20.2255,9425.2,327.0,LOT283,0,10.0,43.6774,2.8566,38.656,49.5386,72.4736,2.6872,0.0,0.9596,0.0424,-0.0251,0.1941,0.4631,0.6209,0.4273,0.3937,-44.8909,-47.4258,-45.8933,-0.0901,-0.0972,2.0165,208.3842,-0.2343,383.1978,967.3238,2516.1465,427.7069,-2844.2859,-144.3848,-432.514,-831.6931,21792700.6454,19894180.2286,24718087.0312,23061461.868,22720561.4652,19302498.1704,23281820.4127,21641461.6455,1334769.6437,-890175.3696,-327185.6703,-315366.2765,569537.7593,-286812.045,-249425.1874,-234372.3599,847.838,589.196,790.6494,1002.4337,842.1828,763.4686,832.4071,765.4846,795.1772,997.15,1009.7653,844.6257,777.8111,647.9253,935.0668,806.8108,1537.6817,1589.1837,1196.5825,1510.8493,1660.155,1391.2964,1546.6768,1212.6061,1392.0093,1489.0699,1403.0935,1232.6547,1392.147,1524.6572,1528.3961,1455.4876,-47.5242,-87.4064,386.4731,-33.5586,-284.5608,122.1472,-98.4815,82.0682,-0.0332,-0.0273,-0.0026,-0.0633,0.0197,0.0759,0.0252,-0.0709,47.3334,47.2568,43.9438,42.3154,45.7656,46.1418,43.087,44.9829
60,60,52.83224,20.21293,9444.1,327.0,LOT283,0,10.0,45.7213,2.2191,40.1357,50.9213,93.7806,1.9712,0.0,1.0179,0.0475,0.0481,0.0623,0.4395,0.5632,0.4111,0.3255,-45.1874,-46.0064,-47.7463,-1.4341,0.2411,2.4828,222.6711,-0.1265,-639.9457,-1459.7255,-1040.0951,-443.4605,125.4632,1327.7707,-935.5085,38.1582,20786091.2464,21507166.5987,22933622.3995,22714273.9703,21158869.5521,22448303.2017,22799417.5528,20204864.8919,-409485.9866,195604.3103,19184.1857,-5034.0512,-559663.5445,-749107.1311,-153689.0195,-719705.6927,657.9558,729.4402,708.2721,744.5902,815.4922,739.8348,862.3605,841.8415,637.0579,730.881,756.2028,805.5138,768.2852,674.7932,833.1779,625.7658,1674.7762,1360.915,1580.4905,1630.1513,1694.3305,1619.6109,1555.6963,1522.6287,1192.3988,1441.6107,1795.5708,1601.0213,1317.0222,1737.1569,1671.2712,1620.0892,2.5119,-111.1788,2.1639,193.7159,-29.1856,-282.3331,14.7096,-165.9423,0.0462,0.033,0.0526,-0.0471,-0.009,0.0107,-0.0838,-0.0468,45.4126,44.9304,46.9013,48.2425,45.8596,45.2483,48.0172,40.1051
61,61,52.84336,20.20036,9463.6,327.0,LOT283,0,10.0,43.5076,2.4502,38.6659,49.4841,73.8261,2.0739,0.0,1.0223,0.0497,0.0259,0.1719,0.4209,0.5985,0.3849,0.3955,-44.0357,-49.5051,-50.2528,-4.6418,0.4234,1.1584,220.9608,-0.1636,979.77,-1064.6587,2386.3589,-1805.5252,-619.3184,1041.3919,-1990.1097,-2147.0958,24930148.2418,20934466.0669,21122041.6054,21366830.5863,24077375.7373,20697493.3453,22170798.9977,20538613.2362,-287420.0993,-1741436.3579,-746585.6729,-76913.0876,181168.3,-123269.6858,-1568788.8788,-1483450.9011,1014.6494,755.1941,778.5698,997.7527,996.5384,898.1701,799.1849,729.3231,710.3486,878.6956,762.6194,664.8734,711.3855,899.7972,742.7862,722.4167,1349.7863,1386.8473,1352.7291,1243.7802,1616.432,1307.9091,1297.315,1407.8065,1403.6396,1755.9184,1161.9262,1697.6275,1418.8056,1272.0789,1762.9238,1854.2454,337.3349,19.1053,-168.0319,-27.7716,-82.035,9.1102,-59.0633,-27.5387,0.0615,-0.0466,0.0418,0.0192,0.0624,-0.0254,0.1031,0.0317,42.2253,40.3249,45.3775,46.7599,42.9495,45.9044,49.8434,43.4589
62,62,52.85448,20.18779,9483.4,327.0,LOT283,0,9.0,46.8822,2.8456,42.5113,52.4075,84.495,1.4188,0.0,1.0203,0.0648,0.0736,0.1212,0.4652,0.539,0.3705,0.3783,-44.6792,-46.1581,-49.2818,2.6473,0.2073,0.7749,217.2461,0.1137,-2065.904,-682.4709,-70.7993,1036.4268,848.5774,2265.4727,-757.5958,1270.2939,21915726.0153,20348884.4213,23398086.5071,20348032.9587,20882464.6197,22629195.0739,19935692.5148,23179482.043,-916934.8771,-1810033.4682,-1318336.245,329976.8937,744245.8288,-740781.6172,560836.9063,936650.1167,868.9468,776.0248,723.9408,856.6494,986.1848,854.4197,745.4183,867.3364,888.36,867.5991,954.9068,685.5131,708.5207,842.8651,700.5493,763.0624,1419.487,1336.2388,1201.0194,1583.5499,1356.8542,1425.7282,1343.3384,1495.4261,1527.6799,1494.7644,1805.5693,1572.0496,1332.0119,1245.6583,1688.4439,1338.19,142.2041,102.534,33.1997,125.0857,428.1877,268.3331,-7.253,-90.7447,0.0617,-0.0805,0.0753,0.0332,-0.1127,0.0127,-0.0721,-0.032,43.1576,41.5768,43.8426,43.4962,42.5019,42.4291,42.2301,41.7041
63,63,52.8656,20.17523,9503.4,327.0,LOT283,0,10.0,45.3782,1.9189,40.2061,50.4941,77.9378,1.4317,0.0,1.0285,0.0743,-0.0434,0.1003,0.4563,0.612,0.3879,0.3549,-43.1126,-45.6044,-46.839,0.7066,0.4485,1.1883,224.9596,-0.2674,-171.658,-623.5749,-576.9165,-1332.3066,-295.887,-1452.9311,-820.1627,-1266.7264,22417077.4432,21297394.783,23042484.9674,21146148.9537,21406053.849,21550688.5258,24041236.4016,21486448.6088,1178425.0131,888923.7174,-1783794.9044,973145.9403,365582.9062,-869125.3455,-155883.0203,1429288.0165,796.7185,890.0729,811.9629,814.2468,814.8468,855.3638,832.2765,954.4502,844.406,677.0595,830.7155,867.3129,848.3531,886.5805,896.3493,701.5322,1543.7263,1195.1908,1592.8723,1576.9433,1168.131,1556.0445,1464.6125,1560.1836,1487.5509,1609.5098,1550.0547,1792.615,1551.4122,1351.6976,989.7925,1582.5382,154.7095,68.65,-188.811,-246.1936,-276.6886,107.0011,-353.2421,15.1443,-0.0143,0.046,0.1189,-0.0103,-0.0163,0.1102,-0.0212,0.0894,45.9507,44.4182,45.5419,41.6262,47.7325,41.4352,44.9197,43.8301
64,64,52.87672,20.16266,9523.3,327.0,LOT283,0,12.0,46.6374,2.9026,41.06,51.784,85.0372,1.1413,0.0,0.9854,0.043,-0.0239,0.0755,0.4586,0.5295,0.3846,0.3606,-44.059,-48.8744,-48.9884,4.2476,-0.0298,2.3552,214.532,-0.2175,1030.3183,-623.8346,2187.3465,-1195.5486,539.0453,120.8684,-425.9725,1892.3525,23820193.4146,21726525.1338,23338263.2283,20909973.6231,23226480.9082,21971829.3717,23104190.954,22780277.1871,-671468.1848,217020.752,736102.6678,377309.0714,35124.2416,-900469.6442,-810457.7514,-755558.7836,809.8492,915.9856,791.1134,842.3692,636.254,694.3117,627.2209,842.32,857.0228,858.7966,735.2163,869.9817,866.0466,912.1993,624.0084,1051.6514,1751.9335,1486.6874,1551.9503,1369.9081,1407.2454,1738.1567,1472.9266,1373.9622,1328.592,1248.1796,1451.0807,1181.3949,1371.8257,1795.7197,1488.8279,1623.9767,126.6779,436.1842,-132.7849,-0.6115,11.1746,-203.0591,-148.8776,124.4901,0.0549,-0.0268,-0.0129,0.0127,-0.0421,0.0586,0.0298,-0.0552,43.6706,43.0908,46.5899,42.212,45.9569,42.6573,46.4556,43.8554
65,65,52.88784,20.15009,9543.0,327.0,LOT283,0,10.0,44.6457,3.1226,39.7718,50.4157,85.9537,1.5607,0.0,1.0099,0.0633,-0.0039,0.0721,0.4587,0.6201,0.4128,0.4235,-44.2964,-46.382,-48.6376,1.8795,-0.2893,2.8934,213.9847,0.0367,1750.5572,1190.871,-2504.3516,710.7751,-106.068,-1230.5071,-266.9009,335.9726,21206127.1201,24449486.2933,22024333.4518,19569604.7086,23931079.9839,21422130.7247,21202530.6615,20274087.0254,-306449.8358,-349952.3439,-1082061.9463,891541.9547,-633112.4232,-101104.1517,1124962.9709,1061966.5927,698.6893,832.6488,728.4245,592.3146,944.9931,957.1804,907.1333,858.5704,798.5322,566.0984,592.0849,877.0395,955.0638,778.4876,709.0577,869.1256,1552.4283,1514.0761,1500.3158,1357.3262,1337.5099,1402.5185,1752.5175,1391.4035,1465.0864,1327.6212,1577.974,1224.9415,1365.2064,1568.7054,1651.985,1224.4516,-299.2983,-240.3063,140.4945,-133.4626,-158.2593,249.8439,-307.782,-227.5487,0.0325,-0.1054,-0.0203,0.0042,0.0143,0.0075,0.0077,-0.0866,46.4402,45.8664,47.4831,45.265,46.0413,47.515,43.2561,42.5603
66,66,52.89896,20.13752,9562.3,327.0,LOT283,0,11.0,46.1999,2.7743,42.0404,50.8246,78.9635,1.7526,0.0,0.9914,0.0499,0.022,0.1136,0.5021,0.5338,0.4073,0.4592,-46.9947,-46.0533,-48.3126,8.2555,0.1487,1.189,217.7567,-0.0152,1772.413,1044.4212,-2003.9795,1089.7249,784.8137,466.8832,-1579.8273,1140.7676,22346259.4705,21101048.3929,21713151.7612,23574177.4044,21609200.7898,21653722.9797,20531076.8209,23747203.5311,-1211478.1167,242108.0874,1133986.4902,517225.4151,-770744.5505,160999.1825,-97270.9774,-1254384.2033,737.1336,865.6527,968.2753,581.9583,784.4473,876.0921,835.2299,674.2258,693.9788,779.8779,822.9987,722.6707,842.2507,814.1074,718.1484,737.9974,1491.9614,1724.7251,1537.301,1340.3366,1423.3771,1625.7392,1682.2596,1552.5989,1522.0009,1279.5462,1253.7749,1294.1498,1433.4441,1315.3006,1399.6659,1536.5564,-173.8908,102.1699,-15.2324,-380.8928,84.2734,-65.1981,-196.0929,-334.4671,0.0397,0.0756,-0.0478,-0.0201,-0.0231,0.0503,0.0861,-0.0543,47.8416,44.3723,46.1678,44.6634,46.0108,44.2209,45.6316,49.0233
67,67,52.91008,20.12495,9581.0,327.0,LOT283,0,11.0,44.851,2.8539,39.8206,49.4896,73.4215,1.2449,0.0,0.9952,0.0516,-0.0424,0.1131,0.4667,0.5298,0.4487,0.4672,-45.7627,-47.7734,-45.2808,2.3486,-0.3124,2.4292,222.8715,-0.1962,878.186,3094.0609,639.2182,579.0171,4391.8772,1519.2133,566.1344,99.68,22601446.5153,21749143.4625,21224572.3239,20330319.2236,24182117.9932,20635474.5443,22680554.4139,22726897.044,1502512.7613,-76673.4504,3546545.3019,686335.5072,-401712.5614,-1178134.9895,1861960.1646,-1162371.6131,898.0631,754.155,686.2234,723.1308,765.2902,858.0128,667.5792,792.8061,841.1693,758.8193,805.3849,814.7346,939.1578,830.85,806.7325,698.7544,1474.0702,1531.1289,1644.4971,1558.7454,1367.5704,1529.7307,1749.8073,1573.7538,1429.7012,1549.5175,1779.969,1561.0562,1341.6697,1355.2806,1601.3319,1935.9643,-224.7726,132.752,206.8151,-103.4024,-21.1265,-32.3309,-213.768,171.6522,0.0833,0.0363,-0.0462,0.0334,-0.0161,-0.0135,0.013,-0.0943,44.6803,45.8328,45.8693,46.0552,45.5983,44.343,43.9011,43.3902
68,68,52.9212,20.11239,9598.8,327.0,LOT283,0,11.0,45.004,2.2977,39.9919,50.0685,68.6294,1.8176,0.0,0.997,0.0586,0.0067,0.1454,0.4339,0.5667,0.3554,0.3707,-48.1198,-43.3156,-50.7057,6.5115,-0.0512,2.2229,217.7291,0.1166,-413.6688,2757.5018,37.7383,730.4539,-1732.3229,1330.3971,776.7428,-1727.4001,21675901.3389,19740731.9042,21968804.3254,20612794.2512,20656911.9148,20291721.587,17526047.3669,23610548.2084,-966963.975,383905.304,582570.2308,-1328483.3317,-2828906.9066,-127880.2089,1260695.0244,465126.0093,811.4681,977.3445,815.8907,744.4479,831.284,956.0523,892.0452,738.8667,736.3401,813.5799,973.6892,752.5422,827.3289,1050.4688,881.6175,738.2177,1549.6773,1553.4561,1527.5653,1587.1839,1615.1771,1494.2321,1725.783,1566.2383,1504.6673,1607.9067,1367.7249,1227.5306,1328.4432,1572.2964,1609.0764,1283.0382,419.8847,88.4002,-9.947,165.3584,-244.7634,-17.104,-276.0788,71.5566,0.022,-0.0031,0.0887,0.0011,-0.0131,0.0174,0.0262,-0.03,44.5402,45.7669,45.7871,40.4854,48.36,44.9614,44.9012,43.2888
69,69,52.93232,20.09982,9615.7,327.0,LOT283,0,9.0,44.712,2.3498,40.4941,49.9801,80.8418,1.7137,0.0,1.0274,0.0477,0.0015,0.1378,0.4674,0.5553,0.3803,0.3849,-44.8576,-46.8382,-48.7808,-2.9333,0.5487,2.4016,222.1987,0.234,435.3184,765.4552,731.2543,-102.086,10.2539,493.1514,-2682.2423,357.9705,21354886.3311,20401689.5968,23082800.3594,23556346.3932,23992871.4646,21918664.506,22645123.6554,20590919.3304,1002469.26,1842373.2846,-1171033.3528,-1388760.2757,731901.283,-281987.6748,2015967.7036,689790.1376,912.2531,693.1593,825.497,818.567,742.0042,862.9183,864.9819,847.5316,842.5087,892.262,638.5566,779.3139,613.301,854.2968,615.445,966.7396,1885.5492,1386.0731,1477.4934,1726.4989,1597.309,1636.6195,1692.3307,1295.3145,1504.6366,1588.3014,1779.2551,1496.8162,1773.0066,1297.056,1612.8817,1379.8631,-158.0179,301.0491,110.6841,-229.5398,-160.374,105.3641,46.3755,-72.2698,-0.0129,-0.0207,-0.0385,0.008,0.1031,-0.0767,-0.0938,-0.0249,44.1114,48.0657,46.8469,47.5132,40.7788,47.1605,46.148,43.3009
70,70,52.94344,20.08725,9631.4,327.0,LOT283,0,12.0,46.5614,2.5647,40.9285,51.1826,84.0251,2.498,0.0,1.0044,0.0467,0.0338,0.0764,0.4466,0.5895,0.3925,0.3886,-45.3521,-46.7419,-47.0459,1.9209,-0.6865,1.8777,226.2322,-0.1517,130.8498,-2547.974,2993.3824,-881.0759,-1263.3697,1420.3991,-912.266,-4990.7639,21520246.1603,21075408.4239,23186228.6846,23353263.6905,19191434.591,21659477.7803,23124418.5314,23303579.7886,1174474.5734,1923914.624,2255541.262,-1076242.51,445913.1012,-73465.2576,257223.6595,-795569.3734,870.0572,703.3174,726.7236,782.3114,681.2098,864.3048,876.5164,939.7323,689.7549,743.3338,814.5611,641.27,809.3534,890.4284,931.1056,815.648,1505.7896,1557.4211,1631.9,1643.5598,1653.5289,1653.2038,1423.107,1720.1908,1544.0936,1402.112,2028.6355,1402.7625,1469.124,1180.2712,1698.9335,1943.4588,-124.8626,-157.3417,84.9062,109.121,-35.148,-116.4969,232.1868,145.5903,-0.0301,-0.0782,-0.0662,-0.0271,-0.0398,-0.0099,-0.0478,0.0226,41.8261,45.1995,46.9129,45.3465,45.3011,46.2304,44.3867,40.4454
