tick,t_int,lat,lon,alt,heading,callsign,is_attack,n_sv,cn0_mean,cn0_std,cn0_min,cn0_max,doppler_std,pseudorange_std,error_flag_any,sqm_peak_mean,sqm_peak_std,sqm_asym_mean,sqm_asym_max,sqm_sec_peak_mean,sqm_sec_peak_max,sqm_left_5_mean,sqm_right_5_mean,power_2MHz,power_4MHz,power_8MHz,clock_error_m,clock_drift_mps,position_drift_m,speed_ecef,clock_error_d_dt,Carrier_Doppler_hz_ch0,Carrier_Doppler_hz_ch1,Carrier_Doppler_hz_ch2,Carrier_Doppler_hz_ch3,Carrier_Doppler_hz_ch4,Carrier_Doppler_hz_ch5,Carrier_Doppler_hz_ch6,Carrier_Doppler_hz_ch7,Pseudorange_m_ch0,Pseudorange_m_ch1,Pseudorange_m_ch2,Pseudorange_m_ch3,Pseudorange_m_ch4,Pseudorange_m_ch5,Pseudorange_m_ch6,Pseudorange_m_ch7,Carrier_phase_cycles_ch0,Carrier_phase_cycles_ch1,Carrier_phase_cycles_ch2,Carrier_phase_cycles_ch3,Carrier_phase_cycles_ch4,Carrier_phase_cycles_ch5,Carrier_phase_cycles_ch6,Carrier_phase_cycles_ch7,EC_ch0,EC_ch1,EC_ch2,EC_ch3,EC_ch4,EC_ch5,EC_ch6,EC_ch7,LC_ch0,LC_ch1,LC_ch2,LC_ch3,LC_ch4,LC_ch5,LC_ch6,LC_ch7,PC_ch0,PC_ch1,PC_ch2,PC_ch3,PC_ch4,PC_ch5,PC_ch6,PC_ch7,PIP_ch0,PIP_ch1,PIP_ch2,PIP_ch3,PIP_ch4,PIP_ch5,PIP_ch6,PIP_ch7,PQP_ch0,PQP_ch1,PQP_ch2,PQP_ch3,PQP_ch4,PQP_ch5,PQP_ch6,PQP_ch7,TCD_ch0,TCD_ch1,TCD_ch2,TCD_ch3,TCD_ch4,TCD_ch5,TCD_ch6,TCD_ch7,CN0_ch0,CN0_ch1,CN0_ch2,CN0_ch3,CN0_ch4,CN0_ch5,CN0_ch6,CN0_ch7
48,48,52.69879,20.36374,9300.8,327.0,LOT283,0,9.0,45.3851,2.6718,40.7351,49.5287,86.4945,1.9919,0.0,1.0203,0.0705,0.0189,0.1164,0.3922,0.5449,0.3513,0.3662,-44.6127,-47.0361,-48.5702,1.1609,-0.0227,2.752,223.9188,-0.0939,187.603,-488.3365,-1825.3781,-716.3566,-90.3442,898.7024,887.5512,1351.4455,21705517.859,21175776.0836,22971406.4405,21591969.1242,22469477.4749,22463539.6809,25131561.3478,20623135.0908,1739985.8556,-51379.5284,1326034.6591,663233.9952,-906747.5809,123401.9878,-121560.3656,786590.5982,962.8597,919.3018,903.9626,1082.2307,785.4005,786.7503,792.6308,765.7663,869.4868,813.901,855.5352,741.7041,846.2886,794.968,656.1847,932.7744,1367.1472,1451.7333,1417.4448,1510.9732,1406.816,1643.1514,1521.5018,1812.3693,1296.3341,1774.8345,1232.7009,1788.9028,1757.4296,1371.7356,1605.9697,1527.7453,-163.6335,259.8755,111.0981,-349.3765,-253.9229,-109.8927,-20.1445,-97.1429,0.0558,0.028,-0.0137,0.0319,0.0448,0.0475,0.0365,-0.0007,47.3098,45.0663,47.3215,45.0166,44.7887,45.3454,46.8197,46.217
49,49,52.70991,20.35118,9303.5,327.0,LOT283,0,9.0,45.3908,2.5709,40.9032,51.3193,79.3265,1.4092,0.0,1.0019,0.0674,0.0116,0.0729,0.47,0.6502,0.4229,0.4304,-45.3668,-43.2035,-46.4889,-3.6349,0.5997,2.7949,224.5621,-0.049,2436.5758,1516.142,18.2045,2091.4976,-28.4264,1161.1941,-1956.7487,1059.64,23707139.3775,22353659.3127,21582668.1169,21854009.598,21949530.2169,22187724.8303,23446604.7243,21747182.5473,-201184.2019,780389.4771,1954047.3845,-1889718.8811,-217268.1884,105109.9251,-1244368.5645,203850.2883,746.5748,840.1414,829.421,828.8069,869.6528,822.6384,696.7767,794.7379,797.1763,824.9607,941.4681,769.3824,606.1934,719.2571,700.2817,797.8588,1516.5097,1446.8417,1414.033,1606.7545,1561.1655,1381.9654,1603.2819,1315.3834,1378.4469,1839.3991,1616.5444,1642.7773,1826.3667,1207.6528,1224.3197,1541.3179,111.977,-253.7762,64.9546,157.5022,248.5145,248.3513,202.5889,248.0595,-0.0121,0.0294,0.0871,-0.0079,-0.0025,0.0149,-0.0333,-0.0419,40.7063,45.9688,44.3252,46.2886,44.0572,39.0095,48.5646,48.6715
50,50,52.72103,20.33861,9308.2,327.0,LOT283,0,10.0,43.5921,2.7581,38.1187,48.7314,88.1746,1.9522,0.0,0.964,0.0576,0.0441,0.1419,0.4219,0.5561,0.3942,0.4281,-43.8742,-44.3092,-47.4359,-1.065,-0.4188,1.8942,221.1519,0.1039,-490.969,-22.921,-95.4036,3578.5877,-1344.8265,-649.3055,-2435.9879,-4507.4703,19675664.3514,21707505.1019,22977348.8981,25912506.0839,19265231.1266,23204165.5127,21023039.6723,20911274.2489,-714654.4586,734500.6982,271401.4175,989514.4399,-243658.9697,299740.3513,-1288490.9245,533311.5731,847.6475,880.3597,982.9629,827.1251,858.7139,788.284,904.7752,745.4296,877.4321,886.8543,909.3287,752.8685,951.2914,785.0862,921.9683,762.5805,1455.4002,1353.0283,1425.957,1833.0363,1382.9808,1463.2335,1698.0126,1731.2028,1294.3274,1407.2696,1527.2042,1559.0854,1599.0288,1464.8835,1501.9407,1595.5642,-119.3941,306.2806,52.2076,-152.5496,392.9019,151.961,247.8189,-297.582,-0.1118,-0.0523,-0.0116,0.0127,-0.1012,0.0655,0.0017,0.0939,46.0784,47.4071,43.5419,45.6423,45.2095,47.9064,44.9954,45.0794
51,51,52.73215,20.32604,9314.8,327.0,LOT283,0,9.0,44.4637,2.7589,39.1951,49.1833,85.9894,1.9986,0.0,0.9785,0.0626,0.0372,0.1255,0.4314,0.5283,0.3651,0.4029,-42.4932,-46.7725,-46.7067,-2.2811,0.1818,2.3853,220.0932,-0.094,-1696.6139,1440.89,2223.0143,-1182.6219,898.0705,-2525.4804,258.8854,-792.0116,22907661.7324,23730952.3663,24975695.6301,23807795.5287,21897638.8769,21922170.9386,21275704.7287,23535853.9981,-106926.6237,1356155.432,542279.7311,-1062823.466,-805408.925,425521.5322,-837983.9445,-538557.8332,962.2696,817.985,701.2334,871.4884,799.2574,760.4951,867.7655,902.5354,784.622,822.7237,881.1755,752.9741,810.9895,750.7904,716.311,932.2734,1582.1018,1407.9857,1263.9265,1459.9731,1942.7272,1482.4926,1310.1824,1237.1413,1346.0824,1804.946,1002.7986,1451.6935,1227.1998,1657.9461,1488.9074,1769.6707,278.4387,125.8507,185.2713,76.2243,-41.907,133.896,-150.7771,-154.2032,0.0064,0.0085,0.0534,0.0327,-0.0091,0.0368,0.0225,0.089,43.1375,42.5782,45.0188,45.4786,43.322,45.3077,46.2753,43.6285
52,52,52.74327,20.31347,9323.3,327.0,LOT283,0,12.0,45.284,3.0672,39.5291,50.5975,89.7909,2.4014,0.0,0.9918,0.0396,-0.0041,0.0692,0.4923,0.5539,0.3733,0.3738,-44.2789,-47.0253,-46.7661,-0.1127,0.3146,2.5815,225.0967,-0.2008,2070.9622,2194.9712,-77.1041,-1139.491,-502.4206,-998.9722,229.4577,1396.3292,20312498.9164,18920159.9577,23615091.193,22867347.3296,22776381.7987,25759544.7112,20591709.5073,21334353.1858,894034.2161,554846.3704,-226958.0917,1406166.2478,1083829.1768,1007853.0094,547887.1678,962708.4636,802.5197,774.7532,817.416,958.5983,914.705,887.0916,707.1334,703.6621,923.652,773.2313,858.2428,649.3911,945.2703,879.7095,878.1351,893.6826,1603.0944,1410.5754,1761.8866,1452.506,1753.2683,1613.6342,1354.0613,1493.2267,1782.5576,1614.2266,1669.1531,1685.5411,1134.4561,1763.8433,1443.7432,1712.8148,128.5547,258.664,-60.5319,-123.0778,340.8556,2.4611,-138.1192,52.8428,-0.0288,-0.049,-0.0106,0.0124,-0.0559,0.0678,-0.0303,-0.0651,47.4152,45.9706,44.4648,44.2604,44.7734,47.0686,46.1061,46.4529
53,53,52.75439,20.3009,9333.5,327.0,LOT283,0,10.0,45.9049,2.5469,40.5132,50.2672,77.6572,2.2991,0.0,0.9926,0.0592,-0.0158,0.0802,0.4734,0.511,0.3877,0.4276,-46.3939,-47.4172,-49.5124,4.1062,-0.3533,2.5121,214.6173,-0.2624,-226.2706,455.3969,-64.8379,-1738.0316,-1267.6734,-141.9132,1158.3618,-2088.3114,21624259.654,21418241.5059,23387174.6419,20829458.1548,19867956.0932,19897757.9047,21432752.0588,23298617.12,-515529.7313,-1042542.124,-215788.4314,-576106.1302,1006712.0582,-1907694.1066,-216060.1523,263056.0629,629.5038,903.4196,845.2213,825.0543,837.5914,883.6835,671.9584,771.0726,779.0016,863.9625,785.593,902.391,719.2374,604.0278,868.149,678.4651,1402.0559,1437.8842,1526.769,1567.3692,1748.5812,1604.6161,1393.8143,1534.1437,1447.699,1243.3854,1459.1373,1569.38,1386.9056,1596.9632,1685.3968,1409.8279,407.3913,-556.3766,-57.1185,-151.5011,76.4607,-129.6708,19.2605,93.3892,0.0019,0.0317,0.0535,0.0336,0.0238,0.0504,-0.002,-0.0165,44.7327,41.4287,44.6945,45.2531,45.095,44.42,45.7348,44.6446
54,54,52.76551,20.28834,9345.4,327.0,LOT283,0,10.0,43.8352,2.4552,38.0377,48.5266,67.3454,2.1821,0.0,0.9827,0.0397,-0.0046,0.0701,0.4059,0.5442,0.3867,0.3863,-43.9347,-42.3542,-48.7445,4.1887,-0.1086,2.354,223.3212,-0.0854,4.4435,695.1421,-2252.2224,105.2793,-619.6343,1499.9564,-717.898,3388.1268,22200039.202,22632176.1702,20237227.2103,22479397.5325,20475587.6533,20543253.5149,20541200.7863,21841579.975,1485057.2948,838269.7791,1072496.6786,1855197.4271,677743.9423,1094120.7575,67297.5206,639530.283,807.1422,699.714,734.5502,921.5813,858.4318,804.608,879.7868,983.1751,780.833,767.6614,883.1077,706.3099,727.9601,892.2505,930.4983,938.5549,1344.8025,1312.1305,1549.9367,1411.2887,1326.3011,1564.7767,1451.1257,1311.8881,1623.6281,1122.2232,1565.453,1406.863,1826.3405,1350.6764,1234.8001,1686.0045,-224.6815,-188.5501,263.88,-17.4973,-24.667,-306.8173,294.4838,-168.2071,0.0043,-0.0554,-0.0043,-0.0128,-0.0158,-0.0571,-0.012,0.0216,44.4031,44.0234,45.0773,46.7564,48.0351,44.312,42.5193,44.0328
55,55,52.77663,20.27577,9358.9,327.0,LOT283,0,12.0,45.5876,2.725,40.0845,50.6691,82.4518,2.1045,0.0,0.9702,0.0415,0.0011,0.1412,0.5033,0.5818,0.3828,0.3781,-45.1102,-45.2387,-47.3583,-0.2194,-0.3447,2.1063,227.0589,0.3125,-1218.3975,-723.3063,510.0895,-1704.3703,6.1995,750.2278,-3165.6109,-160.0301,19922575.8913,22922081.1572,20361540.3176,19185972.8659,20068555.7363,22226633.9744,20923117.3938,22478604.0036,385554.5037,-442730.7477,974711.1204,-460069.2998,356917.5839,601537.7072,-1473031.9474,1812588.6872,823.5752,806.8526,792.0177,600.5951,744.3779,733.2387,799.402,737.9805,719.0705,813.2042,745.8757,701.7457,940.578,869.4786,929.3631,821.2381,1666.4269,1453.1246,1543.6017,1632.7802,1240.4832,1231.1687,1577.441,1400.8707,1614.0639,1392.3199,1447.3819,1494.9287,1617.3976,1608.6401,1425.2926,1675.0029,-504.7488,77.5355,544.8508,208.0907,13.0392,28.3401,-171.4202,-53.6937,0.0406,0.0684,-0.0079,-0.0104,0.0537,0.0639,0.0044,0.0112,44.9295,42.7934,46.8818,46.5786,46.7787,45.0454,46.2275,44.7641
56,56,52.78775,20.2632,9373.7,327.0,LOT283,0,9.0,41.533,2.5215,36.6967,46.753,83.3936,2.691,0.0,0.9938,0.0505,0.0281,0.0619,0.4357,0.6621,0.444,0.4165,-46.0617,-49.0517,-45.7503,-1.6974,-0.1124,1.7775,224.3438,-0.245,-2364.1144,-437.1425,-975.0389,-333.055,940.5727,-4223.9977,1273.6623,-1361.2768,20098246.6316,22407507.7488,21707127.4373,20590128.1216,23317254.0436,22068680.3292,22948724.0096,22066400.3743,-612510.7739,-1184751.2643,987118.9067,138361.3349,-913444.529,-140891.3859,4051768.247,-1669459.7183,780.9633,887.7779,704.3095,802.0501,769.9279,943.388,804.3737,664.4243,893.3728,995.5227,627.5897,767.1057,915.2479,874.3416,780.829,1014.4429,1677.1324,1352.0396,1296.3736,1754.8588,1422.378,1614.8984,1651.2195,1688.482,1918.5714,1334.0817,1476.7538,1607.0965,1519.6559,1688.558,1435.6928,1709.5824,-74.7863,13.111,378.5,28.0106,111.6584,59.3965,7.2246,201.0581,0.0333,-0.019,-0.0376,0.0066,-0.0283,-0.0005,-0.066,-0.0908,43.6376,44.3567,46.773,44.1723,48.6415,44.0573,44.5807,38.2591
57,57,52.79887,20.25063,9389.9,327.0,LOT283,0,10.0,46.2237,2.6397,42.0499,50.3372,69.8348,1.4563,0.0,0.9628,0.0529,-0.0229,0.0748,0.4937,0.5732,0.3943,0.3618,-45.9871,-46.7975,-48.097,4.0699,0.5836,2.0962,221.2304,-0.0267,3371.0226,-2533.4658,344.0932,26.6148,1300.1423,589.2869,-3197.9037,-1293.3538,23455565.7252,22629878.2506,18402581.9435,24433643.0959,19596809.0787,20966915.5016,25366193.0911,22977329.9204,1798790.4112,237479.3073,182819.8033,401478.5962,107603.8387,-624304.3256,326098.3993,551663.145,778.9172,823.5978,879.918,915.3741,923.1581,779.3489,660.6371,800.9883,877.2269,823.6822,715.437,721.649,939.2515,807.0801,689.594,798.0405,1413.4494,1446.613,1776.0982,1387.1721,1764.5992,1399.6,1331.456,1617.7774,1520.3808,1785.2023,1243.2807,1679.1113,1590.145,1565.6746,1582.9904,1605.5655,39.936,70.264,2.9005,-137.9862,-317.2787,-203.1072,227.0169,-132.3314,-0.0654,-0.0485,-0.0081,0.0176,0.0386,0.0319,-0.014,0.0409,45.249,43.5137,46.6956,48.6533,45.8566,45.6091,44.7806,44.3252
58,58,52.80999,20.23807,9407.1,327.0,LOT283,0,9.0,42.2491,2.9908,38.1864,47.515,93.2677,1.701,0.0,1.0273,0.0419,0.0237,0.137,0.3439,0.6096,0.3968,0.399,-46.4904,-43.1261,-49.8696,0.9849,0.1066,2.105,216.9187,0.0126,-1639.0464,1666.1789,-1592.7931,-2988.9409,1033.1625,-684.0905,718.486,724.4861,22649414.9785,23594242.2593,24206745.5703,20533784.3389,22044887.1407,19041773.8341,21885975.5058,21457395.6428,238089.3319,1551595.3952,506813.4328,-827974.2443,1239788.3861,-1622391.8241,71475.8201,-1451435.5889,867.5344,909.1731,841.3942,832.0922,933.8264,800.9438,587.3846,882.6207,667.0024,874.3332,787.8807,766.9097,768.3055,993.1163,936.5169,753.2306,1478.2416,1539.3614,1726.5469,1478.5162,1478.0812,1439.0913,1442.6448,1514.2948,1281.2507,1164.1976,1565.6866,1485.6634,1761.1042,1560.771,1755.585,1749.1715,-128.2152,317.8827,75.6765,41.4345,6.5306,289.226,-22.512,-318.8792,-0.0756,0.071,-0.0242,-0.0867,-0.0712,-0.01,0.018,0.0081,47.2302,41.5493,46.349,42.9649,46.3589,41.807,46.3935,39.8489
59,59,52.82112,20.2255,9425.2,327.0,LOT283,0,10.0,47.4744,2.5192,42.7159,51.6647,76.5337,1.7152,0.0,1.0143,0.0488,-0.0278,0.0695,0.4734,0.5691,0.3651,0.4006,-43.4516,-44.1715,-46.8792,-1.3352,-0.1208,2.0066,215.6391,-0.0027,-2343.6861,-2085.2164,-1982.1597,998.2756,242.7176,-3084.1107,820.6633,-440.485,22223435.7283,21515615.2461,22887114.2719,20487449.3318,22935311.0055,21683328.4426,23557446.1647,21620794.3053,968086.4494,-161147.458,-459804.594,9048.2699,-1576625.0615,574291.7212,212651.2249,-1015548.2297,866.7103,865.738,712.2249,758.3956,703.0551,756.0679,732.3746,969.5913,653.9812,814.4872,928.8843,766.2324,844.7365,633.9347,888.9923,847.0974,1473.8898,1689.5913,1335.5942,1488.7909,1232.4234,1705.5707,1166.531,1724.1112,1183.0835,1456.1934,1502.8832,1493.8836,1542.1511,1393.0098,1585.1454,1804.2796,142.0358,-85.5045,178.5972,-104.7974,-317.3143,198.0012,-57.8534,642.2445,0.0415,-0.0223,0.0398,-0.0717,-0.0229,0.0044,0.0166,0.0662,46.9254,46.7624,44.5074,42.3914,43.0067,45.3221,43.6364,44.4463
60,60,52.83224,20.21293,9444.1,327.0,LOT283,0,9.0,46.508,2.6865,40.8862,51.8085,83.1381,2.2713,0.0,1.0166,0.0518,0.0395,0.1037,0.4271,0.4599,0.3625,0.359,-45.2125,-43.6509,-47.8027,1.2642,0.0555,2.6595,223.9449,-0.2977,1073.6031,2560.997,783.1094,-334.0251,147.4812,1533.9032,-1313.2951,1288.8064,21332251.8799,21758978.4737,23269433.9894,22907711.781,21979610.3891,23933304.172,23995040.2525,21953336.2333,2242124.029,780807.7391,-1565786.0988,2638744.5032,-1586734.6463,395281.2338,1004025.5161,948509.0642,902.1524,788.2348,856.7704,733.2908,970.4716,850.4877,898.0361,1003.4985,945.6812,928.4683,823.3703,807.8762,873.3865,588.4707,832.3633,817.1562,1572.6814,1776.2496,1539.2387,1704.0098,1690.2908,1456.7117,1386.1125,1411.825,1202.7557,1199.7839,1686.7993,1508.728,1496.6303,1424.9853,1259.9782,1830.5747,-310.7814,-106.6574,-73.6751,-328.9834,-160.5466,-259.1183,-1.576,-86.9214,0.0513,-0.0222,-0.058,-0.1148,0.026,-0.0336,-0.0645,-0.0392,44.247,45.809,46.9645,46.4411,45.058,43.0802,46.7211,45.3426
61,61,52.84336,20.20036,9463.6,327.0,LOT283,0,11.0,47.1862,2.5832,41.5834,51.623,95.8943,3.1344,0.0,1.0151,0.0439,0.002,0.1824,0.5572,0.5962,0.3599,0.4129,-43.9473,-45.7634,-48.3042,2.7187,-0.1268,0.9335,221.1743,-0.0592,1080.5404,1596.2368,-2739.367,119.8037,-551.7248,154.7197,147.7751,1112.7589,23544455.0313,21439212.507,23397320.7939,21312020.39,20229463.3745,20837630.2913,23379003.4388,21793064.3585,-237470.667,-40417.0828,-688478.9524,106154.4847,-12470.1437,-35197.2608,-719549.7309,815312.0999,894.326,945.5146,945.2047,774.1378,894.8664,615.2016,757.0677,825.64,855.2248,867.2498,733.3795,761.3501,724.7294,745.6991,681.0932,721.1731,1567.364,1456.0034,1549.6521,1843.1441,1250.8473,1409.0838,1469.7889,1567.0866,1609.3054,1351.5005,1588.4059,1840.7116,1237.157,1643.354,1399.9907,1447.9395,225.1623,-112.1024,103.889,264.0237,-17.7254,126.1399,-65.9893,82.6948,0.0099,0.0236,-0.0048,-0.0131,-0.0929,-0.1078,0.07,-0.0399,43.0593,48.3049,45.9599,46.1427,47.3934,45.2771,44.5113,43.7605
62,62,52.85448,20.18779,9483.4,327.0,LOT283,0,11.0,43.6862,2.4537,39.4947,48.0904,94.2728,2.6276,0.0,0.9977,0.0498,-0.0012,0.1045,0.3712,0.5766,0.3905,0.4318,-41.6998,-46.5207,-48.2682,-2.913,0.0186,2.2606,219.9055,-0.1384,1040.4642,1582.9389,-390.1836,-667.0586,1374.555,-3744.2836,-1630.1443,-2036.7263,20256223.442,20744370.3531,20635079.6496,21819741.0384,22069631.6995,21930710.5763,21396205.427,21942872.9551,2448117.5173,682133.516,-513588.1362,1093713.1786,314419.4125,1374321.4919,476753.4887,121184.739,638.8042,764.6576,669.2477,815.025,680.6251,687.8337,741.9731,952.1611,853.3789,912.6645,737.4116,917.9765,782.4949,771.1586,847.4076,819.0155,1214.7722,1221.3775,1545.7971,1500.1733,1591.7722,1435.2554,1669.194,1347.2701,1585.4727,1690.2912,1379.0152,1545.4695,1642.716,1976.6174,1246.2171,1205.1058,51.4934,-274.1572,34.1128,-295.3124,283.3239,-117.5145,52.1024,193.697,-0.0914,-0.0119,0.0124,0.0059,-0.0533,-0.0437,0.026,-0.0408,45.6358,46.0966,45.3407,49.9136,47.1589,43.5369,45.5538,45.0278
63,63,52.8656,20.17523,9503.4,327.0,LOT283,0,11.0,45.9008,2.4739,40.9455,50.2348,67.4263,1.7722,0.0,0.9606,0.0528,0.0039,0.0294,0.569,0.5039,0.4072,0.4029,-43.8597,-47.6679,-48.9877,-1.4017,0.0024,2.1535,219.4628,0.053,-2497.5785,3556.7446,1669.9066,722.1354,-702.7467,1946.4391,-194.588,-187.5,21699406.4002,23499144.4342,22359290.8259,21555757.9265,21812460.4076,22795044.4859,22301865.12,20848528.9884,-666238.6087,259432.9246,1415684.4679,1857766.1239,2290831.7565,-483290.3533,75557.5567,-324755.4764,807.9536,631.4272,834.6362,784.4466,775.7851,740.9513,816.3833,719.9809,724.6764,811.3418,915.5384,757.6255,905.8541,879.2708,698.6658,824.1283,1459.1417,1397.0558,1461.62,1794.4703,1330.7342,1389.6249,1596.2424,1496.6153,1315.5494,827.9331,1857.6701,1660.1866,1580.8678,1067.4649,1696.086,1743.6329,-45.6147,151.3728,-79.705,-169.4265,191.4227,-174.3754,-137.9421,259.8997,0.083,-0.0386,-0.0312,0.0243,0.033,-0.0376,-0.0876,0.0417,47.1662,45.2827,43.4173,44.8733,44.7263,45.5316,43.3848,44.2344
64,64,52.87672,20.16266,9523.3,327.0,LOT283,0,10.0,46.9285,2.5172,41.5894,52.0669,86.459,1.9487,0.0,0.9938,0.0564,-0.0423,0.0647,0.3886,0.5474,0.4105,0.4291,-44.092,-45.767,-47.5855,-2.3079,0.146,1.1611,219.6678,0.1638,-224.3955,-465.3592,2995.9711,-340.143,108.732,-1560.6497,-1953.3109,1141.6784,23027849.7026,20524119.9885,21743555.1169,23596927.0663,22026242.788,23998006.3777,20489256.0167,22632230.5673,565489.9234,-257611.6427,-1156494.6028,-581601.4056,1025952.3735,-205844.6186,-479353.0575,-826887.511,684.0447,964.0967,650.6194,779.6348,804.5453,875.7837,687.7106,761.631,852.1634,824.3005,793.0457,901.9329,785.7604,898.2959,600.0547,655.1098,1543.3506,1450.1708,1491.1297,1554.2654,1397.7016,1579.5855,1633.5554,1593.3417,1601.6174,1504.139,1441.3995,1586.5924,1243.4979,1190.2324,1361.2855,1090.7145,-319.7927,130.6548,-81.0794,-26.1197,-16.3333,-90.6428,1.0783,188.379,-0.007,-0.0174,0.0026,0.086,-0.0059,0.0113,0.0227,0.0608,45.4902,47.2674,44.3285,45.4735,42.8903,43.4285,42.2177,40.0454
65,65,52.88784,20.15009,9543.0,327.0,LOT283,0,9.0,43.6045,2.0688,38.0518,49.1618,70.6236,2.8002,0.0,0.9703,0.0404,-0.0168,0.0816,0.3784,0.4843,0.3874,0.3819,-45.8747,-47.4937,-49.3773,0.7266,-0.7177,2.6459,218.0708,0.2383,-1800.12,170.4129,485.0353,-409.5267,1680.3632,-553.85,-222.2841,-122.551,20797184.0214,22094497.5536,19084440.0364,22151912.6998,22714293.2914,19895993.5387,19466537.0874,23762066.7779,725138.38,1947229.1077,1926503.5958,-469163.1505,1299885.4316,-453694.1002,-280807.1457,-743074.3717,766.0179,764.2989,731.8841,826.2098,996.8504,830.5485,752.4313,854.5105,822.982,816.6741,889.651,888.7998,829.6436,937.4082,662.404,906.9378,992.45,1341.8658,1576.808,1519.3383,1283.1221,1287.0031,1575.1484,1583.1218,1546.8649,1600.3529,1482.8523,1998.8479,1263.7994,1685.3875,1638.2462,1582.3155,-5.1913,188.3687,186.2293,36.998,481.5435,-243.8513,-42.1383,-54.0431,0.0403,-0.0137,0.0179,-0.0155,0.0697,-0.1025,-0.0139,0.0929,45.5638,46.0153,43.502,41.1894,44.4031,50.2265,43.09,45.659
66,66,52.89896,20.13752,9562.3,327.0,LOT283,0,12.0,46.5478,2.2579,42.2904,50.6962,75.1579,2.3367,0.0,1.009,0.0747,0.0291,0.1186,0.4105,0.5642,0.4365,0.3371,-44.6144,-44.2082,-46.9884,-0.2704,-0.1128,2.886,217.5981,0.2494,-2115.6888,145.1702,473.9436,-2560.7658,-316.6625,158.5211,-2237.1191,-751.9664,22365528.6623,20569230.9772,23008670.3783,21121546.2649,21474918.6766,22227775.7425,21384743.1054,22897223.1768,-959610.426,-1340742.774,-901011.5052,244471.4613,270012.7384,61122.7316,620877.1785,-242288.683,721.6036,879.2398,701.5569,639.7278,694.5472,768.9048,662.2351,825.8773,737.6195,863.2239,833.1385,727.981,894.8063,855.2236,421.6856,718.5665,1375.5346,1454.0192,1514.9097,1288.7342,1646.43,1588.7627,1585.7546,1234.5298,1608.8638,1401.1261,1650.8777,1532.3544,1333.9285,1654.335,1660.0167,1488.5902,165.266,-239.9476,240.1194,20.2812,56.0098,-195.6825,19.7496,-2.5882,0.0853,-0.0192,-0.0629,0.0073,0.0348,0.0289,-0.1235,0.0032,47.4395,40.6735,43.2759,43.5475,45.097,46.0216,48.044,44.3394
67,67,52.91008,20.12495,9581.0,327.0,LOT283,0,11.0,44.3046,2.5371,38.3668,49.5533,94.3996,2.2672,0.0,0.9793,0.0458,0.0101,0.1475,0.5682,0.5248,0.4092,0.3623,-45.2119,-43.2609,-47.3644,-1.6096,-0.0087,2.4313,215.3817,-0.1946,-2575.5629,-38.4318,345.614,2376.8597,1997.5732,-510.0086,-62.073,-1129.9877,22706643.6061,22705519.6383,22540223.2355,20844996.6962,23433868.0585,23155051.0213,24291845.1469,23171529.2804,208585.8223,-822905.7295,667782.0283,-1241180.6219,-875681.2871,-86562.9545,-2837041.407,-1502322.9314,929.7624,820.2232,722.6489,812.718,857.1594,707.122,749.9552,867.6839,891.4258,722.2147,686.9736,866.1617,682.8782,849.6091,838.4278,680.3131,1471.5902,1656.4666,1568.4893,1486.8603,1821.5699,1167.498,1222.8295,1520.2695,1311.1079,1421.3769,1363.0418,1425.7599,1718.6637,1553.9532,1323.4834,1608.578,-67.5149,-144.921,-23.6957,72.9754,135.0791,-23.4675,374.4451,-57.2089,-0.0545,-0.0125,0.0275,-0.0245,0.0599,-0.0077,0.0537,0.0064,46.0228,44.7322,46.033,43.9994,43.8469,45.8661,42.4175,46.7629
68,68,52.9212,20.11239,9598.8,327.0,LOT283,0,12.0,46.7322,2.9156,41.2224,50.7835,85.6169,1.8071,0.0,0.9853,0.0548,0.021,0.108,0.5048,0.5148,0.3923,0.3729,-42.4528,-45.707,-49.3777,-0.9196,0.4667,1.9982,215.4117,-0.2284,-472.3836,-919.5554,-1978.7417,543.0284,-1720.1699,-1016.297,-215.949,-2032.8138,20900222.9907,23084072.1994,20625493.6902,21836837.1967,20838963.7072,23378866.1622,22946935.8081,23991022.901,-387565.9726,-669507.2775,-624348.1338,-240296.25,234485.4068,-2182423.7155,-1255404.5378,-1104102.5475,834.7189,694.9042,840.8183,840.6952,663.8681,888.5846,1039.0958,816.3451,958.3897,564.552,784.5152,974.8757,909.8617,1035.3648,804.0276,809.9397,1436.0682,1483.6943,1585.9638,1667.1258,1325.9301,1500.7049,1406.5893,1377.0506,1618.3109,1579.7943,1240.0282,1439.2722,1426.4583,1464.0028,1518.3391,1671.225,-99.4117,-156.959,205.7694,114.7147,91.5517,228.1345,-322.0177,-14.8494,0.0881,-0.0221,0.0057,-0.0512,0.0462,0.0166,-0.0173,-0.0661,44.2263,46.6764,46.2111,45.0082,42.2265,48.0214,44.6364,45.5301
