tick,snapshot_idx,snapshot_time,icao24,callsign,origin_country,latitude,longitude,baro_altitude,geo_altitude,velocity,true_track,vertical_rate,on_ground,time_position,last_contact,position_source,is_anomaly,anomaly_kind
2,2,1700000030.0,4ca87b,RYR2KE,Ireland,54.39996,18.6599,10993.6,11012.7,230.0,90.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,471f8b,LOT283,Poland,52.56819,20.80589,9497.7,9518.6,220.0,320.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,3c6589,DLH4ZW,Germany,53.51683,14.66085,11494.8,11520.3,240.0,80.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,4b1805,SWR12X,Switzerland,52.71063,17.94627,10788.6,10804.8,235.0,200.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,440048,BAW893,United Kingdom,53.050264864864864,16.14527311890493,11999.5,12018.7,250.0,60.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,4ac9b0,SAS2HK,Sweden,55.45546,17.13603,10492.9,10520.1,220.0,120.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,3917a3,AFR1219,France,50.92151482794758,14.571750753862723,11000.7,11020.1,225.0,150.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,46b8c1,FIN6KP,Finland,55.91823,20.94686,10003.3,10022.6,215.0,200.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,4ca8e0,RYR3LM,Ireland,53.65303,19.66276,11202.8,11222.1,232.0,240.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,478129,WZZ2BV,Hungary,51.71543,22.3585,10809.4,10831.0,220.0,280.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,4ba8c2,TAR9FX,Turkey,52.19996,23.33823,9495.7,9514.7,245.0,270.0,0.0,False,1700000030.0,1700000030.0,0,0,
2,2,1700000030.0,4cab4c,EZY42AC,United Kingdom,54.58324,17.6637,11797.6,11817.6,238.0,100.0,0.0,False,1700000030.0,1700000030.0,0,0,
3,3,1700000045.0,4ca87b,RYR2KE,Ireland,54.39995,18.7132,10991.0,11002.4,230.0,90.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,471f8b,LOT283,Poland,52.59092,20.77449,9491.5,9521.5,220.0,320.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,3c6589,DLH4ZW,Germany,53.52244,14.71448,11493.0,11506.7,240.0,80.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,4b1805,SWR12X,Switzerland,52.68084,17.92839,10791.0,10814.5,235.0,200.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,440048,BAW893,United Kingdom,53.06694729729731,16.193734678357387,12007.0,12026.0,250.0,60.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,4ac9b0,SAS2HK,Sweden,55.44061,17.18134,10496.9,10513.5,220.0,120.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,3917a3,AFR1219,France,50.89539224192135,14.595476130794092,10997.3,11028.1,225.0,150.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,46b8c1,FIN6KP,Finland,55.89098,20.92917,10004.5,10020.2,215.0,200.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,4ca8e0,RYR3LM,Ireland,53.63737,19.61704,11198.2,11213.8,232.0,240.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,478129,WZZ2BV,Hungary,51.72058,22.31132,10808.4,10821.3,220.0,280.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,4ba8c2,TAR9FX,Turkey,52.19995,23.28431,9500.2,9525.8,245.0,270.0,0.0,False,1700000045.0,1700000045.0,0,0,
3,3,1700000045.0,4cab4c,EZY42AC,United Kingdom,54.57765,17.71825,11791.9,11799.1,238.0,100.0,0.0,False,1700000045.0,1700000045.0,0,0,
4,4,1700000060.0,4ca87b,RYR2KE,Ireland,54.39994,18.76649,10992.1,11015.3,230.0,90.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,471f8b,LOT283,Poland,52.61365,20.74307,9491.3,9517.5,220.0,320.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,3c6589,DLH4ZW,Germany,53.52805,14.76812,11493.1,11517.0,240.0,80.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,4b1805,SWR12X,Switzerland,52.65105,17.91052,10786.8,10810.2,235.0,200.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,440048,BAW893,United Kingdom,53.08362972972975,16.242346237809837,12014.3,12029.5,250.0,60.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,4ac9b0,SAS2HK,Sweden,55.42576,17.22663,10489.8,10504.5,220.0,120.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,3917a3,AFR1219,France,50.86926965589515,14.619151507725453,10997.5,11020.8,225.0,150.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,46b8c1,FIN6KP,Finland,55.86372,20.91149,10004.5,10029.8,215.0,200.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,4ca8e0,RYR3LM,Ireland,53.62172,19.57135,11199.8,11224.2,232.0,240.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,478129,WZZ2BV,Hungary,51.72572,22.26414,10801.1,10825.5,220.0,280.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,4ba8c2,TAR9FX,Turkey,52.19994,23.23038,9507.5,9536.0,245.0,270.0,0.0,False,1700000060.0,1700000060.0,0,0,
4,4,1700000060.0,4cab4c,EZY42AC,United Kingdom,54.57206,17.7728,11793.6,11814.6,238.0,100.0,0.0,False,1700000060.0,1700000060.0,0,0,
5,5,1700000075.0,4ca87b,RYR2KE,Ireland,54.39993,18.81979,10984.8,11005.4,230.0,90.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,471f8b,LOT283,Poland,52.63638,20.71164,9491.4,9514.1,220.0,320.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,3c6589,DLH4ZW,Germany,53.53366,14.82176,11495.7,11516.3,240.0,80.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,4b1805,SWR12X,Switzerland,52.62126,17.89266,10788.7,10806.2,235.0,200.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,440048,BAW893,United Kingdom,53.10031216216216,16.291007797262285,12018.0,12035.4,250.0,60.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,4ac9b0,SAS2HK,Sweden,55.41092,17.2719,10489.0,10509.7,220.0,120.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,3917a3,AFR1219,France,50.84314706986892,14.642726884656819,10992.9,10998.2,225.0,150.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,46b8c1,FIN6KP,Finland,55.83647,20.89383,10007.1,10025.9,215.0,200.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,4ca8e0,RYR3LM,Ireland,53.60606,19.52567,11193.5,11208.1,232.0,240.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,478129,WZZ2BV,Hungary,51.73086,22.21695,10803.9,10825.1,220.0,280.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,4ba8c2,TAR9FX,Turkey,52.19993,23.17646,9515.4,9534.3,245.0,270.0,0.0,False,1700000075.0,1700000075.0,0,0,
5,5,1700000075.0,4cab4c,EZY42AC,United Kingdom,54.56648,17.82733,11791.0,11816.9,238.0,100.0,0.0,False,1700000075.0,1700000075.0,0,0,
6,6,1700000090.0,4ca87b,RYR2KE,Ireland,54.39992,18.87309,10982.8,10989.8,230.0,90.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,471f8b,LOT283,Poland,52.65911,20.68019,9494.1,9514.1,220.0,320.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,3c6589,DLH4ZW,Germany,53.53927,14.87541,11495.8,11517.3,240.0,80.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,4b1805,SWR12X,Switzerland,52.59147,17.87481,10784.9,10800.5,235.0,200.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,440048,BAW893,United Kingdom,53.11704459459459,16.33976935671476,12014.3,12034.4,250.0,60.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,4ac9b0,SAS2HK,Sweden,55.39607,17.31716,10492.6,10516.6,220.0,120.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,3917a3,AFR1219,France,50.81702448384272,14.666252261588179,10989.8,11000.6,225.0,150.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,46b8c1,FIN6KP,Finland,55.80921,20.87617,10006.1,10029.1,215.0,200.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,4ca8e0,RYR3LM,Ireland,53.5904,19.48,11188.2,11206.1,232.0,240.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,478129,WZZ2BV,Hungary,51.73601,22.16975,10806.4,10826.5,220.0,280.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,4ba8c2,TAR9FX,Turkey,52.19991,23.12254,9514.2,9540.3,245.0,270.0,0.0,False,1700000090.0,1700000090.0,0,0,
6,6,1700000090.0,4cab4c,EZY42AC,United Kingdom,54.56089,17.88186,11788.2,11818.7,238.0,100.0,0.0,False,1700000090.0,1700000090.0,0,0,
7,7,1700000105.0,4ca87b,RYR2KE,Ireland,54.39991,18.92639,10984.9,11008.3,230.0,90.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,471f8b,LOT283,Poland,52.68184,20.64872,9488.1,9509.6,220.0,320.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,3c6589,DLH4ZW,Germany,53.54488,14.92907,11487.1,11517.4,240.0,80.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,4b1805,SWR12X,Switzerland,52.56168,17.85697,10785.8,10805.6,235.0,200.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,440048,BAW893,United Kingdom,53.13372702702703,16.3886809161672,12023.1,12035.7,250.0,60.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,4ac9b0,SAS2HK,Sweden,55.38122,17.3624,10490.5,10504.0,220.0,120.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,3917a3,AFR1219,France,50.79090189781649,14.689727638519548,10989.4,11012.8,225.0,150.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,46b8c1,FIN6KP,Finland,55.78196,20.85853,10008.3,10026.6,215.0,200.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,4ca8e0,RYR3LM,Ireland,53.57474,19.43436,11191.1,11206.3,232.0,240.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,478129,WZZ2BV,Hungary,51.74115,22.12255,10809.9,10818.9,220.0,280.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,4ba8c2,TAR9FX,Turkey,52.1999,23.06861,9524.6,9549.5,245.0,270.0,0.0,False,1700000105.0,1700000105.0,0,0,
7,7,1700000105.0,4cab4c,EZY42AC,United Kingdom,54.5553,17.93638,11786.8,11811.9,238.0,100.0,0.0,False,1700000105.0,1700000105.0,0,0,
8,8,1700000120.0,4ca87b,RYR2KE,Ireland,54.39989,18.97969,10979.5,10997.8,230.0,90.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,471f8b,LOT283,Poland,52.70457,20.61724,9482.5,9500.5,220.0,320.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,3c6589,DLH4ZW,Germany,53.55049,14.98274,11492.7,11507.7,240.0,80.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,4b1805,SWR12X,Switzerland,52.53188,17.83915,10789.8,10805.5,235.0,200.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,440048,BAW893,United Kingdom,53.150409459459475,16.437642475619654,12020.8,12049.6,250.0,60.0,0.0,False,1700000120.0,1700000120.0,0,1,smooth_drift
8,8,1700000120.0,4ac9b0,SAS2HK,Sweden,55.36638,17.40762,10490.3,10512.4,220.0,120.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,3917a3,AFR1219,France,50.76482931179027,14.713103015450912,10990.3,11007.0,225.0,150.0,0.0,False,1700000120.0,1700000120.0,0,1,smooth_drift
8,8,1700000120.0,46b8c1,FIN6KP,Finland,55.7547,20.84091,9998.1,10026.3,215.0,200.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,4ca8e0,RYR3LM,Ireland,53.55909,19.38873,11191.7,11211.1,232.0,240.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,478129,WZZ2BV,Hungary,51.7463,22.07535,10802.0,10812.5,220.0,280.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,4ba8c2,TAR9FX,Turkey,52.19989,23.01469,9525.8,9547.8,245.0,270.0,0.0,False,1700000120.0,1700000120.0,0,0,
8,8,1700000120.0,4cab4c,EZY42AC,United Kingdom,54.54971,17.9909,11786.2,11800.7,238.0,100.0,0.0,False,1700000120.0,1700000120.0,0,0,
9,9,1700000135.0,4ca87b,RYR2KE,Ireland,54.39988,19.03299,10975.4,10997.6,230.0,90.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,471f8b,LOT283,Poland,52.7273,20.58574,9491.2,9520.8,220.0,320.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,3c6589,DLH4ZW,Germany,53.5561,15.03641,11491.4,11509.1,240.0,80.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,4b1805,SWR12X,Switzerland,52.50209,17.82134,10783.8,10794.5,235.0,200.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,440048,BAW893,United Kingdom,53.17094189189189,16.48095403507211,12021.0,12043.0,250.0,60.0,0.0,False,1700000135.0,1700000135.0,0,1,smooth_drift
9,9,1700000135.0,4ac9b0,SAS2HK,Sweden,55.35153,17.45283,10491.7,10522.0,220.0,120.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,3917a3,AFR1219,France,50.742556725764054,14.730678392382275,10985.8,11006.1,225.0,150.0,0.0,False,1700000135.0,1700000135.0,0,1,smooth_drift
9,9,1700000135.0,46b8c1,FIN6KP,Finland,55.72745,20.82329,9995.1,10005.1,215.0,200.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,4ca8e0,RYR3LM,Ireland,53.54343,19.34311,11189.0,11208.3,232.0,240.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,478129,WZZ2BV,Hungary,51.75144,22.02814,10808.3,10820.1,220.0,280.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,4ba8c2,TAR9FX,Turkey,52.19988,22.96077,9529.4,9556.1,245.0,270.0,0.0,False,1700000135.0,1700000135.0,0,0,
9,9,1700000135.0,4cab4c,EZY42AC,United Kingdom,54.54413,18.0454,11789.7,11805.2,238.0,100.0,0.0,False,1700000135.0,1700000135.0,0,0,
10,10,1700000150.0,4ca87b,RYR2KE,Ireland,54.39987,19.08629,10974.5,10990.8,230.0,90.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,471f8b,LOT283,Poland,52.75003,20.55422,9488.9,9513.4,220.0,320.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,3c6589,DLH4ZW,Germany,53.56171,15.09009,11484.5,11500.3,240.0,80.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,4b1805,SWR12X,Switzerland,52.4723,17.80354,10788.1,10812.7,235.0,200.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,440048,BAW893,United Kingdom,53.19532432432433,16.51856559452458,12024.4,12043.4,250.0,60.0,0.0,False,1700000150.0,1700000150.0,0,1,smooth_drift
10,10,1700000150.0,4ac9b0,SAS2HK,Sweden,55.33668,17.49802,10493.0,10507.5,220.0,120.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,3917a3,AFR1219,France,50.72413413973785,14.742403769313645,10977.9,11003.0,225.0,150.0,0.0,False,1700000150.0,1700000150.0,0,1,smooth_drift
10,10,1700000150.0,46b8c1,FIN6KP,Finland,55.70019,20.80569,9994.9,10018.3,215.0,200.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,4ca8e0,RYR3LM,Ireland,53.52777,19.29752,11189.9,11215.5,232.0,240.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,478129,WZZ2BV,Hungary,51.75658,21.98092,10811.1,10824.7,220.0,280.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,4ba8c2,TAR9FX,Turkey,52.19986,22.90684,9532.8,9551.3,245.0,270.0,0.0,False,1700000150.0,1700000150.0,0,0,
10,10,1700000150.0,4cab4c,EZY42AC,United Kingdom,54.53854,18.0999,11783.8,11798.0,238.0,100.0,0.0,False,1700000150.0,1700000150.0,0,0,
11,11,1700000165.0,4ca87b,RYR2KE,Ireland,54.39986,19.13959,10974.8,10992.7,230.0,90.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,471f8b,LOT283,Poland,52.77276,20.52269,9486.3,9504.2,220.0,320.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,3c6589,DLH4ZW,Germany,53.56732,15.14378,11484.2,11508.2,240.0,80.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,4b1805,SWR12X,Switzerland,52.44251,17.78575,10792.5,10812.3,235.0,200.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,440048,BAW893,United Kingdom,53.22355675675675,16.55052715397704,12021.1,12048.2,250.0,60.0,0.0,False,1700000165.0,1700000165.0,0,1,smooth_drift
11,11,1700000165.0,4ac9b0,SAS2HK,Sweden,55.32183,17.54319,10485.8,10512.5,220.0,120.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,3917a3,AFR1219,France,50.70956155371162,14.748279146245006,10981.1,11002.4,225.0,150.0,0.0,False,1700000165.0,1700000165.0,0,1,smooth_drift
11,11,1700000165.0,46b8c1,FIN6KP,Finland,55.67294,20.7881,10005.6,10026.8,215.0,200.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,4ca8e0,RYR3LM,Ireland,53.51212,19.25194,11187.3,11202.4,232.0,240.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,478129,WZZ2BV,Hungary,51.76173,21.9337,10815.5,10834.2,220.0,280.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,4ba8c2,TAR9FX,Turkey,52.19985,22.85292,9521.9,9540.0,245.0,270.0,0.0,False,1700000165.0,1700000165.0,0,0,
11,11,1700000165.0,4cab4c,EZY42AC,United Kingdom,54.53295,18.15439,11778.4,11799.3,238.0,100.0,0.0,False,1700000165.0,1700000165.0,0,0,
12,12,1700000180.0,4ca87b,RYR2KE,Ireland,54.39985,19.19289,10968.4,11000.1,230.0,90.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,471f8b,LOT283,Poland,52.79549,20.49114,9487.7,9497.6,220.0,320.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,3c6589,DLH4ZW,Germany,53.57293,15.19747,11483.9,11503.1,240.0,80.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,4b1805,SWR12X,Switzerland,52.41272,17.76798,10793.4,10812.0,235.0,200.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,440048,BAW893,United Kingdom,53.25563918918921,16.57683871342948,12027.3,12041.9,250.0,60.0,0.0,False,1700000180.0,1700000180.0,0,1,smooth_drift
12,12,1700000180.0,4ac9b0,SAS2HK,Sweden,55.30699,17.58834,10487.1,10504.0,220.0,120.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,3917a3,AFR1219,France,50.69883896768541,14.748354523176372,10987.1,11012.7,225.0,150.0,0.0,False,1700000180.0,1700000180.0,0,1,smooth_drift
12,12,1700000180.0,46b8c1,FIN6KP,Finland,55.64568,20.77052,10004.3,10021.1,215.0,200.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,4ca8e0,RYR3LM,Ireland,53.49646,19.20638,11188.1,11211.2,232.0,240.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,478129,WZZ2BV,Hungary,51.76687,21.88647,10813.0,10829.3,220.0,280.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,4ba8c2,TAR9FX,Turkey,52.19984,22.799,9522.6,9541.9,245.0,270.0,0.0,False,1700000180.0,1700000180.0,0,0,
12,12,1700000180.0,4cab4c,EZY42AC,United Kingdom,54.52736,18.20888,11782.0,11802.8,238.0,100.0,0.0,False,1700000180.0,1700000180.0,0,0,
13,13,1700000195.0,4ca87b,RYR2KE,Ireland,54.39984,19.24619,10963.7,10972.1,230.0,90.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,471f8b,LOT283,Poland,52.81822,20.45958,9500.7,9524.6,220.0,320.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,3c6589,DLH4ZW,Germany,53.57854,15.25117,11483.6,11500.8,240.0,80.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,4b1805,SWR12X,Switzerland,52.38293,17.75021,10797.2,10815.1,235.0,200.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,440048,BAW893,United Kingdom,53.29157162162162,16.597450272881957,12030.4,12059.0,250.0,60.0,0.0,False,1700000195.0,1700000195.0,0,1,smooth_drift
13,13,1700000195.0,4ac9b0,SAS2HK,Sweden,55.29214,17.63348,10483.6,10506.5,220.0,120.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,3917a3,AFR1219,France,50.6919163816592,14.742579900107732,10990.6,11003.0,225.0,150.0,0.0,False,1700000195.0,1700000195.0,0,1,smooth_drift
13,13,1700000195.0,46b8c1,FIN6KP,Finland,55.61843,20.75295,10005.0,10027.6,215.0,200.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,4ca8e0,RYR3LM,Ireland,53.4808,19.16083,11188.6,11218.3,232.0,240.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,478129,WZZ2BV,Hungary,51.77202,21.83924,10816.5,10840.1,220.0,280.0,0.0,False,1700000195.0,1700000195.0,0,0,
13,13,1700000195.0,4ba8c2,TAR9FX,Turkey,52.19983,22.74507,9527.3,9548.1,245.0,270.0,0.0,False,1700000195.0,1700000195.0,0,0,
